# x + y
2*(z^(x|(~y|z))) - (~(x&y)&(x^(y^z))) - 3*~(x|(y^z)) - (z^(x&(~y|z))) - 3*(y^~(x&(y|z))) + ~(x&(y^z)) + 3*(~(x^y)|(x^z)) + (z|~(x|~y)), x + y
6148914691236517208*(~x&(y^z)) - (y^(x|(~y|z))) + 12297829382473034411*((x|~y)&(y^z)) + 12297829382473034414*((x&y)^(y|~z)) - 4*~x + 6148914691236517204*((x|~y)&(x^(y^z))) + 6148914691236517207*(y^(~x|(~y&z))) + 6148914691236517207*(z&~(x&~y)), x + y
-7*~(~x|(y|z)) + 2*(y^(x|(y|z))) + 3*(y^~(~x|(~y&z))) + (~z|(x^y)) - 2*(~(x|~y)|(y^z)) + 3*~(~x|(~y&z)) - (~(x|~y)|~(y^z)), x + y
3*((x|y)&~(x^(y^z))) - (y^~(~x&(y&z))) + (~(x^y)&~(x^z)) + 2*(x^(y^z)) - (y|z), x + y
-3*(~y&(x^z)) + (x&(~y&z)) - (z^~(x&~y)) - 2*((x|~y)&(y^z)) + 3*((x&~y)|(y^z)) + 2*(~(x&y)&~(y^z)) - ((x&y)^(y|~z)) + 2*(y^(~x&(y|z))), x + y
((x&z)^~(x^(y&z))) + 6*(y^~(~x|(y^z))) - 9*((x&z)^(y|z)) + 5*((x|y)&~(x^(y^z))) + 8*(~(x&~y)&(x^(y^z))) - 5*~(x^(~y|z)) - (~(x&~y)&~(y^z)), x + y
((x|~y)&(y^z)) + 2*(~x&(y&z)) - 2*~(x|(y^z)) + (z^~(~x&(~y|z))) - 2*((x&y)^(y|z)) + 2*(z^~(x|(y&z))), x + y
8597998713231234412*~(x|(y&z)) + 9848745360478317203*(~x|(y^z)) + 8597998713231234414*~(x&(y&z)) + (y&~(x^z)) + 8597998713231234414*(x&y) + 9848745360478317203*(~z|~(x^y)), x + y
-2*~(x|(~y|z)) + 5*(~z&(x^y)) - 4*(z^(x|(y&z))) + (y&(x^z)) - 5*~(x&y) + 6*(~y|(x^z)) + 3*(~(x&~y)&(x^(y^z))) - ((x&y)|~(y^z)), x + y
1543306677057083870*~(~x|(~y|z)) + 9995025375383317744*(y^~(~x&(y^z))) + 8451718698326233875*(y&~(x&z)) + (y^(~x&(y|z))) + 8451718698326233874*~(~x&(y|z)) + ((y&~z)^(x|(y^z))) + 9995025375383317744*(y&z) + 2, x + y
-2*~(x|(~y&z)) + ((y&~z)|~(x|(~y&z))) + (y&~(x&~z)) + ~(~x&(~y&z)), x + y
-3*~(~x|(~y|z)) + 4*(~(x&~y)&(y^z)) + 2*~(~x|(y&z)) - (y^(~x|(y|z))) - 3*~(x&z) - 2*~(~x|(~y&z)) + 4*((x&y)|~(y^z)), x + y
16979745047048525158*(~z&(x^y)) + 1466999026661026458*((x&y)^~(x^(~y|z))) + ((x&y)|~(y|z)) + 1466999026661026458*(y&~(x&~z)) + 16979745047048525160*(y|(x&z)) - (y|~(x^z)), x + y
13*(~z&~(x^y)) - 6*(z^(~x|(y&z))) - 4*(x^(y&z)) - 7*~(x^y) + 4*(x&z) - 2*((x|y)&~(y^z)) + 7*(z|(x^y)), x + y
6148914691236517205*((x&y)^~(x^(y&z))) + 6148914691236517206*(z^(x&y)) + 6148914691236517205*(~y|(x^z)) + 12297829382473034412*((y&~z)|~(~x|(~y&z))) + 6148914691236517206*((x&y)|~(x^(y^z))), x + y
-2*~(y&z) - (x^y) + 2*(~(x|y)|~(x^(y^z))) - 2*(z&~(x^y)) + 2*(x^(y^z)) + 2*~(~x&(~y|z)), x + y
4*((x|~y)&~(x^(y^z))) - 5*((x|~y)&(y^z)) - 4*~(x|(y^z)) + 2*(z^(x|(~y&z))) - x - 2*((y&z)|(x&(y|z))) + (z|~(x|~y)) + 4*(z|(x&y)), x + y
12297829382473034411*~y + 2*(x^(~y|z)) + 12297829382473034409*~(x&y) + 6148914691236517204*(y^~(x&z)) + 6148914691236517208*~(x^(~y|z)) + (~(x|y)|~(y^z)) + 6148914691236517205*(z|~(x|y)), x + y
4*~(~x|(y|z)) - 2*(y^~(~x&(y^z))) + 2*(~(x|~y)|(y^z)) + 3*(~(x^y)&~(x^z)) - 2*(y^(~x&(y|z))) + 2*((x&z)|(y&~z)) - ((x^y)|~(x^z)), x + y
(~z&~(x^y)) + 1801453167336921217*(x&~z) + 8322645453186315199*(z^(x|(~y|z))) - (y^~(~x&(~y|z))) + ((x&y)^(x^(y&z))) + 10124098620523236416*(z^~(x|(y&z))) + 8322645453186315201*(x|y), x + y
6868464886917364254*~(~x|(y|z)) - 2*(y^(x|(y&z))) + 3*(y^(x&(y|z))) - 2*((y&~z)^(~x|(y^z))) + 2*(y^(~x|(~y&z))) + 6868464886917364251*(y&~(x&~z)) + 11578279186792187365*(y^(x&~z)), x + y
-2*(~y&~(x^z)) - 2*(z^(x&y)) + 2*(~x|(y^z)) + 12297829382473034410*~(x&(y&z)) - 2*(~(x|y)|(x^(y^z))) + 12297829382473034413*(x|~y) + 12297829382473034411*~(x&~y) + 12297829382473034412*(y^~(~x|(y&z))), x + y
-((x&y)^~(x^(y&z))) - (~(x&y)&~(y^z)) + 2*(z^(x&y)) + 2*(y&(x|~z)) + (y^~(x|(y^z))) - (z^~(x|(~y&z))) + 2*~(y^z) - 2*(y&(x|z)), x + y
3*(~x&(y^z)) - 6*(y^z) + (z^~(~x|(~y&z))) - 9*(z&(x|~y)) + 11*((x&y)|~(y|~z)) - 4*(~(x^y)|(x^z)) + 4*(~x|(~y|z)), x + y
-3*(y^(~x|(y|z))) - 3*((x&y)^(y|~z)) + 4*(y^(x|~z)) + 2*~(~x|(~y&z)) - 5*(z^(~x&(~y|z))) - 2*(x&(~y|z)) + 4*~(x^z) + 3*(y^(~x|(y^z))), x + y
-3*(z^(~x|(~y|z))) - 2*(~y&~(x^z)) - 2*(~(x|y)|(y^z)) + 3*~(y&z) + (~(x|~y)|~(x^(y^z))) + (z^(~x|(~y&z))) + 2*(z^~(x&(y|z))) - ((x&~y)|(x^(y^z))), x + y
6148914691236517205*(~z&~(x^y)) + 6148914691236517205*(y^~(x&(y^z))) + 12297829382473034409*(z&(x^y)) + 6148914691236517206*(y^(x&(~y|z))) + 6148914691236517207*~(~x&(y^z)) + 12297829382473034412*(y|z) + 1, x + y
-3*(~y&(x^z)) + 2*(y^~(x&~z)) + 8*(y^(x&(y|z))) - 7*((x&y)^(y|z)) + 2*~(~x&(y&z)) - 2*y + 6*(z^(x&~y)) - 4*((x&~y)|~(y^z)), x + y
-3*(~y&(x^z)) - 2*(~y&~(x^z)) - (y^~(x&~z)) - ((y&~z)|~(x|(~y&z))) + 2*~(x&(y&z)) + 2*(x|~y), x + y
((x|y)&(y^z)) - 2*(y^(x|z)) + (z^(x|(~y&z))) + 2*((x&~y)|(x^(y^z))), x + y
-2*~(x|(y|z)) - 2*(x^z) - (y^(x|~z)) + 2*~(x^(y^z)) + ~(x^y) - 3*(y^~(x|~z)) + 2*((x&y)|(x^(y^z))) + 2*(y|(x^z)), x + y
((x|~y)&(y^z)) - 9*((y&~z)|~(x|(~y&z))) + 7*(z^~(~x&(y&z))) - 5*(y^~(x&(y|z))) + 4*(y^(~x&(~y|z))) - (~(x|~y)|~(y^z)) + 4*(y^~(x|z)), x + y
4*~z + 12297829382473034409*~(y&z) + 6148914691236517204*(y^~(~x|(~y&z))) + 6148914691236517203*((x|~y)&~(y^z)) + 2*(x^(~y&z)) + 2*(z&~(x&~y)) + 6148914691236517203*(z^~(~x|(y&z))) + 6148914691236517208*((x&y)^(x^(y&z))), x + y
-4*~(~x|(y|z)) + 3*(y^~(x&(y^z))) - ((y&z)^~(~x&(y^z))) - (~(x|y)|(y^z)) - 3*(y^~(x&(~y|z))) + ~(x^(y&z)) + 3*(x&(~y|z)) + (y|~(x|z)), x + y
2*~(~x|(~y|z)) - (z^~(~x|(~y&z))) + ((x&y)^(x^(y&z))) + (x|(y|z)), x + y
-2*(~x&(~y&z)) - (~(x&~y)&(y^z)) - ~(x|(y^z)) + ((x&z)^~(y&~z)) + ((x|y)&~(x^(y^z))) + 2*(y^~(x|~z)), x + y
2*(z^(~x|(y|z))) - 6*(y^(x|(y&z))) + 2*(~x&(y|z)) + 3*(~y|~(x^z)) - 5*((x&y)^(x^(~y|z))) + 4*((x&y)^(x^(y&z))), x + y
2*(y^(x|(y|z))) + 2*(z^~(x&(y&z))) + 2*(z^(~x&(y|z))) - 3*(~y|~(x^z)) + ((x&y)^(x^(~y|z))), x + y
(~z&(x^y)) + 3*(x&(y^z)) - 2*~(x&(y|z)) - 3*(y&(x|~z)) + 4*(~z|~(x^y)) - 2*~(~x&(y&z)) + 3*(y&~(x&~z)), x + y
2*(z^(x|(y|z))) - (x&~y) + 2*~(y|~z) - (y^(x|(~y|z))) + 3*~(x^z) + (y^(~x|(y^z))) - 3*(z^~(x|(~y&z))) + (z^(x&~y)), x + y
(y^~(x&(y|z))) + ((x&z)|(y&~z)) - (y^~(x&(y&z))) + ((x&y)^(x^(y&z))), x + y
7*~z - 11*((x&y)^~(x^(y&z))) - 3*~(~x|(y&z)) + 12*~(x&y) - 7*(x^(y^z)) + 17*(y^(~x&(y|z))) + 3*~(~x&(y|z)) - 11*(x|(~y|z)), x + y
2*((x|y)&(y^z)) + ((x&y)^(y|~z)) + (x^(y&z)) - 2*(y^(x&(~y|z))) - (~x|(~y&z)) + (y&(x|z)) + (z|(x^y)), x + y
51177904259502280*(~(x^y)&(x^z)) + 51177904259502280*(~(x&y)&~(x^(y^z))) + 18395566169450049337*((x|y)&~(x^(y^z))) + 18395566169450049335*~(x^(y&z)) + 102355808519004564*(x^(~y&z)) + 18395566169450049335*(y^~(x&(y|z))) + 51177904259502282*~(x^z) + 18395566169450049334*(x|(~y&z)), x + y
-(~z&~(x^y)) + ((y&z)^~(x&(y^z))) - 2*(z^(x&(~y|z))) - (~(x|~y)|~(x^(y^z))) + ~(x^(~y|z)) - 3*(y^~(x&(y&z))) + 4*(x|(~y|z)), x + y
-7*(z^(x|(~y|z))) + (x&~y) + 4*(~(x&~y)&~(x^(y^z))) + 2*(~z|(x^y)) - (z^(x&y)) - (~x|(y^z)) + 5*(y^~(x&(y|z))) - 3*((x&y)^(x^(~y|z))), x + y
2*((x&z)^~(x^(y&z))) - (x^(~y|z)) + 2*~(~x|(~y&z)) - 2*(~(x|y)|(x^(y^z))) + (x^(~y&z)) - ~(x^z) + 2*((x&z)^~(x^(~y&z))), x + y
(~z&~(x^y)) - 6*~(x|(y&z)) + 4*(y^~(x&~z)) + 2*(y^~(~x|(y^z))) + 2*~(x&(~y|z)) - 3*(~z|(x^y)) + 6*(z^~(x&y)) - 4*((x&y)|~(y|z)), x + y
14189803133622732012*~(y|z) + 9932862193535912409*((x&z)^(x^(~y&z))) + 1418980313362273201*(y^(x|(~y&z))) + 9932862193535912409*((x&y)|(x^(y^z))) + 9932862193535912409*~(x^z) + 4256940940086819605*((x&z)^(x^(y&z))) + 15608783446985005213*(~(x^y)|(x^z)) + 15608783446985005214*(y|~(x^z)), x + y
2*~(x|(~y|z)) + (x&(y^z)) - 2*(y^(x|(~y|z))) + ~(~x&(y&z)) + ((x&~y)|~(y^z)) - (y|(x&z)) + (x|(y|z)), x + y
9877419259230264873*(y^~(~x&(~y|z))) - (y^~(x|(y^z))) + 9877419259230264875*(y^~(x|~z)) + 9877419259230264873*(~(x&~y)&~(y^z)) + 8569324814479286743*(y&~(x&~z)) + 3*~(~x&(y^z)) + 8569324814479286741*(x|(~y|z)), x + y
(z^(x|(y|z))) - 2*(z^~(x&~y)) + ~(x|(y^z)) + ~(x&(y&z)) + (y^~(x|(y^z))) + 2*(x&(y|z)) - (~(x^y)|(x^z)), x + y
-~(x&(y|z)) + 6148914691236517207*(~(x|y)|~(x^(y^z))) + 6148914691236517204*(y^~(x|(~y&z))) + 12297829382473034413*(y&(x|~z)) + 12297829382473034411*(z^~(x&(y&z))) + 12297829382473034411*((x&~y)|(x^(y^z))) + 12297829382473034412*~(y^z) - (~x|(y|z)), x + y
4*(~y&~(x^z)) - (y^(~x|(~y|z))) - 2*(~(x|y)|(y^z)) + ~(x|~z) + 2*(z^~(x&(y&z))) - 3*(~(x&~y)&~(y^z)) + y + 2*(y^(~x&(y^z))), x + y
6148914691236517208*((x&y)^~(x^(~y|z))) + 6148914691236517204*~(y&z) - (y^~(~x|(y^z))) + 6148914691236517207*(y^(~x&(~y|z))) + 12297829382473034409*(z^~(x|~y)) + 6148914691236517206*(~(x|~y)|~(y^z)) + 12297829382473034413*z - (z|~(x|y)), x + y
6148914691236517205*(~z&(x^y)) + 6148914691236517206*(z^(x|(~y|z))) + 6148914691236517203*(z^(~x|(y&z))) + 6148914691236517205*~y + 12297829382473034410*~(y&z) + 6148914691236517207*(y^(x|(~y&z))) + 6148914691236517208*(z^~(x&(~y|z))) + 12297829382473034410*(y^(~x&(y^z))), x + y
-(y^~(~x&(y^z))) - (x&z) + 2*~(~x&(~y|z)) + (z^~(x|y)), x + y
(z^(x|(y|z))) - 2*~(~x|(y&z)) + ((x&z)^(y|z)) - 3*(z&(x^y)) - 4*((x&y)|(x^(y^z))) + 3*(x|(y^z)) + 3*(x|(y&z)), x + y
-4*~x - ((x|~y)&~(y^z)) + 3*(x^(y^z)) - (x&z) - 4*((x&y)|(y^z)) - (~(x|y)|~(y^z)) + 6*(~x|(y|z)), x + y
(y^(~x|(y|z))) - 2*((x&z)^~(x^(y&z))) + ~(x&(y|z)) + 2*((x&z)|(y&~z)), x + y
-7*(~y&(x^z)) + 4*((x&z)^(x^(~y&z))) + (x^(y|z)) - 2*~(x^(y^z)) + 3*(~(x|y)|~(y^z)) - (z|~(x|y)), x + y
-(y^(x|(y&z))) + (y^~(x&z)) - (~(x|y)|~(y^z)) + 2*(x|y), x + y
9737072897644187597*~(~x|(~y|z)) + 8709671176065364020*(z^(~x|(y&z))) + 9737072897644187596*(y^~(~x&(y^z))) - 2*(y^(~x|(y|z))) + (y^(x&(~y|z))) + 9737072897644187598*(y^(~x|(y^z))) + 8709671176065364020*(x|~y), x + y
11592014361579775121*(y^~(x&(y^z))) + 16329299011029773748*(z^~(x&~y)) + 9474569298899997252*(~x|(~y&z)) + 4234890125359555737*(~x|(y^z)) + 13709459424259552990*(z^~(x&(y|z))) + 11592014361579775122*y + 11592014361579775122*(x|z), x + y
466029488546923123*(x&(~y&z)) + 17980714585162628493*((x^y)&~(x^z)) + 9456386781128237369*(y^(x|(~y|z))) + 15103003431270932492*(y^~(~x&(~y|z))) + 6112646138689618246*(y&(x|~z)) + 8990357292581314247*(x|~y) + 3343740642438619125*(x|y), x + y
-2*(~y&~(x^z)) - 2*~y + 2*(y^(x|~z)) + (x&z) + 2*~(~x&(y&z)) - (y^(x&~z)), x + y
4405756615208422242*(~x&(~y&z)) + 13876243935925956844*(~y&~(x^z)) + 9305743798142362073*(y^(x|z)) + 13876243935925956844*~(x|(~y&z)) - ~(x|~z) + 13876243935925956844*(y^~(x&(y|z))) + 9305743798142362074*(y^(~x&(y^z))) + 13711500413350784316*~(~x&(~y&z)), x + y
((x|y)&~(x^(y^z))) + 2*((y&~z)|~(~x|(~y&z))) + (z^(~x&(~y|z))) - (x|~z), x + y
12297829382473034410*~z + 12297829382473034412*(~(x&y)&(x^(y^z))) + 2*((x^y)&~(x^z)) + 6148914691236517205*(y^(~x|(y|z))) + 12297829382473034409*~y + 12297829382473034409*(y^(x&(y|z))) + 6148914691236517206*(~(x|y)|~(x^(y^z))) + 2*~(~x&(y^z)), x + y
4*(~(x^y)&(x^z)) + 2*(y^~(~x&(y^z))) - 3*((x|~y)&~(x^(y^z))) - 3*((x&z)^(y|z)) - 2*(x^(y^z)) + 2*y + (y|(x&z)) - 1, x + y
-~y - 6*~(x|(~y&z)) + 4*((x^y)|(x^z)) + 5*(z^(~x|(~y&z))) - 4*(x&(y|z)) - 2*~(~x&(y&z)) - (z&~(x&~y)) + 4*((x&y)|~(x^(y^z))), x + y
-4*(y^(x|~z)) + 2*(~(x|~y)|~(x^(y^z))) - 7*((x|~y)&~(y^z)) + 3*((x&y)|(x^(y^z))) + 9*(z^~(x&(y|z))) + 7*((x&y)|~(y|~z)) - 13*((x&y)|(y^z)) + 3*(y^(~x&(y^z))), x + y
-(z^~(~x&(~y&z))) - 5*(~(x&y)&~(x^(y^z))) + 3*((x&~y)|~(x^(y^z))) + (z&~(x&y)) + 3*(z^~(x|(y&z))) - (y^~(~x|(y&z))), x + y
2393053530941580964*(y^(x|~z)) + 16053690542767970651*((x|y)&~(x^(y^z))) - ((y&~z)^(~x|(y^z))) + (~y|(x^z)) + 16053690542767970652*((x^y)|~(x^z)) + 2393053530941580966*((y&z)|(x&(y|z))) + 16053690542767970651*(z|(x&y)) + 2393053530941580965*(y|z), x + y
-2*((x|~y)&~(x^(y^z))) - 4*((x&y)^~(x^(~y|z))) + 2*((x&~y)|~(x^(y^z))) + 3*~(~x|(y^z)) - 6*(~(x&~y)&~(y^z)) - (y^(x&(y^z))) + 6*(y|~(x^z)), x + y
4*(y^~(~x&(~y|z))) + 3*(y^~(x|(~y&z))) + 4*(~(x&~y)&(x^(y^z))) - 2*(y^~(x&(y&z))) - ((y&z)|(~x&(y|z))) - (y|(x^z)) - (z^~(x|(y&z))), x + y
2*(~(x&y)&(x^(y^z))) - 2*((y&z)^~(x&(y^z))) - (y^(x|z)) + (x|~z) - 1, x + y
(z^(x|(~y|z))) - ~(x|y) + (x&y) + (z|~(x|~y)), x + y
6148914691236517205*((x&y)^~(x^(~y|z))) + 6148914691236517207*(y^(x|z)) + 3*(~x&(y&z)) - 2*(~y|(x^z)) + 12297829382473034411*(y^(~x&(~y|z))) + 6148914691236517207*(x|~z) + 6148914691236517203*(y^(x&~z)) + 12297829382473034413*((x&z)^(x^(y&z))), x + y
12297829382473034411*(x&(y^z)) + 2*(z&(x^y)) + 12297829382473034410*(y^(x|~z)) - 2*(z&~(x&y)) + 12297829382473034411*(x|(y^z)) + 6148914691236517206*(~x|(y&z)) + 6148914691236517205*z + 12297829382473034412*(x|z), x + y
-(y^~(~x&(~y&z))) + (y^(x|(y|z))) + (~(x|y)|(y^z)) + 3*(~(x^y)&~(x^z)) - 2*(~y|~(x^z)) - y - ((x&y)|~(x^(y^z))) + 3*(x|y), x + y
9*(~x&(~y&z)) + 2*~(~x|(y&z)) + 2*(x^(y|z)) + 5*(y^~(x|(y^z))) - 2*(x^(y^z)) + 8*((x&y)^(x^(y&z))) - 4*(z|(x^y)) - 5*(x|(~y|z)), x + y
11948839935409457964*(z^(~x|(y|z))) + 6497904138300093652*((x|y)&(y^z)) + 11948839935409457964*((x^y)&(x^z)) + 11948839935409457964*x + 11948839935409457965*((x&z)|(y&~z)) + 6497904138300093652*(x|~z) + 6497904138300093653*((x&z)^(x^(y&z))), x + y
6148914691236517206*~(x|z) + 6148914691236517205*(y^~(x&(~y&z))) + 6148914691236517206*(z^(x|y)) + 6148914691236517205*(y^~(~x&(~y&z))) + 6148914691236517207*(x^(y&z)) + 12297829382473034408*(y^(x|(y^z))) + 6148914691236517205*(y|(x&~z)) + 12297829382473034413*(z|(x&~y)), x + y
~(~x|(~y|z)) - 2*(z^(x|(y|z))) - (x&(~y&z)) + (z^~(~x&(y&z))) + 3*~(~x&(~y|z)) - (x|~z), x + y
(~x&(y^z)) + 5*(y^~(x&(y^z))) + 6*((x|y)&~(x^(y^z))) - 4*(~(x|y)|~(x^(y^z))) - 4*(z^~(~x|(~y&z))) - ~(x^y) + 3*z, x + y
6148914691236517207*~(x|(~y|z)) + 12297829382473034411*(y^~(~x&(~y&z))) + 12297829382473034411*(z^(x|(~y&z))) + 6148914691236517206*((x|y)&~(x^(y^z))) + 12297829382473034411*((x&y)^(y|z)) - ~(x&(y&z)) + 12297829382473034412*~(~x|(~y&z)) + 6148914691236517206*(z|~(x^y)), x + y
-5*(x&~z) + 3*(z^(x|(y&z))) + 4*(z^~(x&(~y&z))) + 2*(y^(~x|(y|z))) - 4*((y&~z)^(~x|(y^z))) - 2*(z^(~x|(~y&z))) - ((x&~y)|(x^(y^z))) + 5*(y&z), x + y
4*((y&z)^~(x&(y^z))) + 9*((x|y)&(y^z)) - 10*(z^~(~x&(y|z))) - 12*~(x^(y&z)) + 7*(y^~(x&(y|z))) - 4*((x&y)|~(y|~z)) + 15*((x&y)^(x^(~y|z))) - 4*(z^~(x|y)), x + y
-4*~(x|(y|z)) + ((x|~y)&~(x^(y^z))) - (z^~(x&(~y&z))) + 2*(~(x&y)&~(y^z)) - (z&(x^y)) + 2*(z^~(x&(~y|z))), x + y
334008668402188148*~(~x|(~y|z)) + 334008668402188151*(~(x&y)&(x^(y^z))) + 18112735405307363465*((y&z)^~(x&(y^z))) + 334008668402188148*~(y|~z) + 334008668402188150*(z^~(~x&(~y|z))) + 334008668402188149*(y^~(~x&(y|z))) + 17778726736905175318*((x^y)|(x^z)) + 2*~(x^(y|z)), x + y
2*(~y|(x^z)) + 12297829382473034410*(~(x|~y)|(y^z)) + 6148914691236517208*(x^(~y&z)) + 6148914691236517205*(z&(x|~y)) + 6148914691236517207*(y&~(x&~z)) + 6148914691236517207*(y^~(x|z)) + 12297829382473034407*(~(x^y)|(x^z)), x + y
(z^(~x|(y&z))) + ~(x|~y) + 2*(z^(x|~y)) + 3*(y^~(~x|(y^z))) - 4*(z^~(~x&(y&z))) - 2*(~x&(y|z)) + (y^~(x|~z)) + (~x|(y&z)), x + y
-8*(~z&~(x^y)) + 3*(~(x^y)&(x^z)) - 5*(z^(x|y)) - (z&(x^y)) + 6*(~x|(y^z)) + 6*((x&y)|~(y|z)) - 4*(z|~(x|y)), x + y
-4*~(x|(y&z)) - 2*(y^~(~x|(~y&z))) + 3*((x&y)^(y|~z)) - (~z|(x^y)) + 2*~(x&y) + 3*(y^~(x|~z)) - (z^(x&~y)), x + y
3981526655409378388*~(x|z) + 7232608709150086613*(y^(x|(y&z))) + 7232608709150086613*((x&y)^(y|~z)) + 11214135364559465004*(x^y) + 11214135364559465001*((x&y)^(y|z)) + 7232608709150086615*(~(x|~y)|(y^z)) + 7232608709150086615*(z^(~x|(~y&z))) + 11214135364559465003*~(~x|(~y&z)), x + y
-(z^(~x|(y|z))) - 3*(~y&~(x^z)) + ((x|~y)&~(x^(y^z))) + (y^(x|~z)) + 2*(z^~(x&(~y|z))), x + y
2*(z^(x|(y|z))) - 4*(~y|(x^z)) - 3*(~x|(y^z)) - 5*((x|y)&(x^(y^z))) - (y^(~x&(~y|z))) - 8, x + y
3*~(y|z) - 8*(~y&(x^z)) + 6*(x^(y|z)) + 3*~(~x|(y^z)) + 4*((x&y)|(y^z)) - 2*(y|~(x|~z)) + 4*((x&~y)|~(y^z)) - 7*((x^y)|~(x^z)), x + y
-2*~(x|(y|z)) - (y^z) + (z^(x&(~y|z))) - ~(x^z) + 3*(z^~(x&(~y|z))), x + y
3088002083380579904*~(~x|(y&z)) + 13814740948638681760*(y^(~x|(~y|z))) + 15358741990328971712*(~x&(y|z)) + 4632003125070869856*(z^(x&(y|z))) + 12270739906948391809*~(~x|(~y&z)) + 4632003125070869856*(z^~(x&(y&z))) + 3088002083380579904*((y&~z)^(x|(y^z))) + 16902743032019261665*(y|(x&z)), x + y
-~(x|(~y&z)) + (y^~(~x&(~y|z))) + (y&(x|~z)) + (y|~(x|z)), x + y
-(z^(~x|(y&z))) - (z^(x&(~y|z))) + (~z|(x^y)) + ~(x^(y&z)) + ((x&z)^(x^(y&z))) - ~(x&(y^z)) + (z|(x^y)), x + y
~(x|(y|z)) - 2*(~(x&y)&(y^z)) - 2*(~x&(~y|z)) + (~x|(y^z)) - (y&~(x&~z)) + (y|(x^z)) + 2*(z|~(x|~y)), x + y
-(y^(~x|(y|z))) - (~x&(y&z)) + (y|~(x^z)) + (x|z), x + y
-~(y|z) + 3*~z + 4*(y^~(~x&(~y|z))) - 5*(x^(y&z)) - 2*(z^~(x|(y&z))) + 4*((y&z)|(x&(y|z))), x + y
11068046444225730969*(~y&(x^z)) + 3689348814741910323*(z^~(x&(~y&z))) + 11068046444225730970*(y^~(~x|(~y&z))) + 3689348814741910322*((y&~z)|~(x|(~y&z))) + 3689348814741910323*(z&(x^y)) + 7378697629483820647*((y&z)|(~x&(y|z))) - 2*((x^y)|~(x^z)) + 11068046444225730973*~(~x&(~y&z)), x + y
-~(x^(~y&z)) + ((y&~z)^(~x|(y^z))) + 2*(x&y) - 2*(y^(~x&(y|z))) + (~(x^y)|~(x^z)) + 2*(y|(x&~z)) - (y|~z), x + y
6148914691236517206*(~(x&~y)&(y^z)) + 6148914691236517206*(y^~(~x|(y^z))) + 6148914691236517204*(y^~(~x&(y|z))) + 6148914691236517205*(~(x|y)|~(x^(y^z))) + 12297829382473034410*~(x&(y^z)) + 6148914691236517207*((x^y)|~(x^z)) + 6148914691236517206*~(~x&(y^z)) + 12297829382473034411*(z|(x&y)), x + y
(x^y) + 2*(x&y), x + y
3872072845987350429*(~z&(x^y)) + 11159408459848451021*~(x|y) + 7287335613861100594*(y^(x&(~y|z))) - (z^~(x&y)) + (y^~(x|(~y&z))) + 7287335613861100595*(~(x|y)|(x^(y^z))) + 11159408459848451023*((y&z)|(x&(y|z))), x + y
-(z^~(~x&(~y&z))) + 2*~(x&z) + ((y&~z)|~(~x|(~y&z))) + 2*(x&z) - (~x|(~y|z)), x + y
6148914691236517204*~x + 12297829382473034411*(~(x&y)&~(x^(y^z))) + 12297829382473034412*(y^(x&(y|z))) + 2*(y^(~x&(~y|z))) + 12297829382473034410*(y^(~x|(y^z))) + 6148914691236517206*(~(x&~y)&~(y^z)) + (x|z) - (~x|(y|z)), x + y
4*(~(x&y)&(x^(y^z))) - 5*(y^~(~x&(~y&z))) + ((x|~y)&~(x^(y^z))) + ~(x&y) + 3*(z^~(x&y)) - 5*(y^~(x|~z)) - 2*~(x^(~y|z)) + 6*(x&(y|z)), x + y
-((y&z)^~(x&(y^z))) + ((x&y)^~(x^(y&z))) + 2*(x&(y^z)) - (y^~(x&~z)) + ~x + 2*(y^(x&(~y|z))) - 2*(~(x|~y)|(y^z)) + 2*(z&~(x^y)), x + y
16156882799927683781*~(x|(y&z)) + 16156882799927683781*(~x&(~y|z)) + 11577160252363948112*(z&(x^y)) + 6869583821345603504*((y&~z)^(~x|(y^z))) + 16156882799927683782*(y^(~x|(~y&z))) + (y|(x&~z)) + 2289861273781867835*(y|(x&z)), x + y
-~(x|z) + (~x&(~y&z)) + (z^(x|y)) - 2*~(y|~z) - 2*~(x|(y^z)) + (~(x|~y)|~(x^(y^z))) + 2*(z^~(x|y)), x + y
-3*(y^~(x&(y^z))) + 2*((x^y)&~(x^z)) + 4*~(x&z) - 2*(y^(x|(y^z))) + 4*(~(x|y)|~(x^(y^z))) - 5*(~x|(y^z)) + 2*(x|(~y&z)), x + y
~(x|y) - 2*((x&z)^~(x^(y&z))) + ~(x&y) + 2*((x&z)|(y&~z)), x + y
6148914691236517207*~(~x|(~y|z)) + 12297829382473034412*((x^y)&(x^z)) + 12297829382473034410*(y^(x|(~y&z))) + 12297829382473034412*((x&z)|~(y|z)) + 12297829382473034411*(x|(~y&z)) + 6148914691236517204*(~(x|y)|~(y^z)) + 6148914691236517207*((y&z)|(~x&(y|z))), x + y
2*(~(x^y)&(x^z)) - 2*(y^(x|(~y|z))) + (y^(x|(~y&z))) + (y^~(x|(~y&z))) - ~(x^y) + 2*(z^~(x&(y|z))), x + y
10*(~x&(~y&z)) + 5*(y^(x|(y&z))) + 6*((x|~y)&~(x^(y^z))) - 8*~y + 3*(z^~(x&(y&z))) - 2*(y^(~x|(y^z))) + 8*~(y^z) - 7*(y|~z), x + y
