# 49374 + 3735936685*(x^y)
18446744066237678246*~(x|z) + 18446744069973614931*(z^~(~x&(~y&z))) + 14943697366*~(x|~y) + 18446744069973614931*~(x^(y^z)) + 18446744069973614931*~(~x|(y^z)) + 18446744069973614931*((x|~y)&(x^(y^z))) + 14943697366*(x|~y) + 18446744066237678246*(z|(x&y)), 49374 + 3735936685*(x^y)
7471823996*(y^(~x|(y&z))) + 18446744069973614931*(z^(x|(y&z))) + 3735936685*((y&~z)|~(x|(~y&z))) + 18446744066237678246*(y^(x&(y|z))) + 18446744066237678246*~(x^(y&z)) + 18446744066237678246*((x&y)|~(y^z)) + 3735936685*~(x&(y^z)) + 11207760681*(y^~(~x|(y&z))), 49374 + 3735936685*(x^y)
17093928451610225223*((x^y)&~(x^z)) + 1352815629571249137*(~(x&y)&(y^z)) + 3735936685*(~(x&y)&~(y^z)) + 17093928436666280987*~(x|~y) + 18446744069973565557*(~z|~(x^y)) + 17093928440402267046*(x|(~y&z)) + 7471972118*(y|(x^z)) + 1352815629571249137*(x|y), 49374 + 3735936685*(x^y)
18446744062501790935*~(x|z) + 7471823996*~(x|(y&z)) + 11207711307*(z^~(~x&(y|z))) + 18446744066237727620*(z^~(~x|(~y&z))) + 18446744069973614931*(y^(~x&(y|z))) + 3735887311*(x&z) + 18446744066237727620*(y^~(x|(y&z))) + 7471823996*(y|(x&z)), 49374 + 3735936685*(x^y)
18446744069973614931*~(y|z) + 18446744073709502242*(z^(x&(y|z))) + 18446744069973664305*(y^~(~x&(y&z))) + 7471823996*~(x&y) + 3735887311*((x&z)|~(y|z)) + 18446744069973614931*(z^~(x|(~y&z))), 49374 + 3735936685*(x^y)
7471823996*((x&~y)|(y^z)) + 3735936685*((x&y)^(y|~z)) + 18446744066237678246*((y&~z)|~(x|(~y&z))) + 3735936685*~(x^(~y&z)) + 7471823996*(z^(~x|(~y&z))) + 18446744069973664305*((x&z)|(y&~z)) + 18446744066237678246*(~y|~(x^z)) + 3735887311*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
14757395258220444081*(z^(~x|(~y|z))) + 3735936685*(y&~z) + 14757395261956380766*(y^(x|(~y|z))) + 7378697627242229011*(y^~(~x|(y^z))) + 3689348815489107535*((x&~y)|~(x^(y^z))) + 11068046438995399861*(y^(~x|(~y&z))) + 14757395261956380766*(x|(y&z)) + 11068046446467273231*(z|~(x|y)), 49374 + 3735936685*(x^y)
6148914693727125204*(~(x&y)&(x^(y^z))) + 6148914689991188519*((x&z)^~(x^(y&z))) + 12297829379982426412*(z^(x&(y|z))) + 3735936685*(y^(x&(y|z))) + 12297829383718313723*(z^(x&y)) + 6148914689991188519*(y&~(x^z)) + 12297829383718313723*((x&y)|~(y^z)), 49374 + 3735936685*(x^y)
18446744066237628872*~(y|z) + 3735936685*(z^(x|(y|z))) + 7471922744*~(x|(y^z)) + 18446744069973565557*((x|y)&~(x^(y^z))) + 18446744066237678246*(x&y) + 7471922744*x + 18446744073709502242*~(~x&(y|z)) + 18446744073709502242*((y&z)|(~x&(y|z))), 49374 + 3735936685*(x^y)
18446744066237678246*~(~x|(y|z)) + 11969859420848825498*((x|y)&(y^z)) + 5492974767988148754*((x^y)&(x^z)) + 6476884656596613429*(~z|(x^y)) + 11969859417112888813*(y^~(x&(~y|z))) + 3735936685*(y^~(x&(y&z))) + 6476884656596613429*(z^(x&~y)) + 18446744069973614931*(z|~(x^y)), 49374 + 3735936685*(x^y)
3735936685*(x&~z) + 18446744066237678246*(y^(~x|(y&z))) + 3735887311*(y^~(x&~z)) + 18446744069973565557*~(~x|(y^z)) + 49374*(y^~(x&z)) + 3735887311*~(x&(y^z)), 49374 + 3735936685*(x^y)
18446744069973614931*(~y&(x^z)) + 3735887311*(y^~(x&~z)) + 18446744069973664305*((y&~z)|~(x|(~y&z))) + 7471823996*(x^(y|z)) + 18446744073709502242*(y^~(x|(y^z))) + 49374*(~(x|y)|(x^(y^z))) + 7471823996*(~(x|~y)|~(y^z)) + 18446744066237678246*~(x&(y^z)), 49374 + 3735936685*(x^y)
18446744073709535158*(~(x^y)&(x^z)) + 16458*(x&(y^z)) + 18446744069973614931*(y^(~x|(~y|z))) + 18446744069973582015*(~x&(y&z)) + 3735903769*(~z|(x^y)) + 3735920227*(y^(x|(y^z))) + 32916*(~x|(y^z)) + 18446744073709502242*(~(x^y)|~(x^z)), 49374 + 3735936685*(x^y)
11208056925*(~z&(x^y)) + 18446744069973466809*(~x&(y^z)) + 18446744069973417435*(y^~(~x|(~y&z))) + 18446744066237530124*(y&~(x^z)) + 18446744073709502242*(y^~(x&(y&z))) + 7472070866*((y&z)|(~x&(y|z))) + 18446744069973565557*(z^~(~x|(y&z))) + 3735936685*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
3735936685*(~z&~(x^y)) + 18446744062501741561*(z^(x|y)) + 18446744066237678246*(~(x|~y)|(y^z)) + 18446744040086170825*(~(x^y)&~(x^z)) + 3735936685*((y&~z)|~(~x|(~y&z))) + 18679634051*~(x^(y&z)) + 11207760681*~(~x&(y^z)), 49374 + 3735936685*(x^y)
18446744066237628872*(y^~(x&(y^z))) + 14943845488*(y^~(~x&(y^z))) + 18446744066237579498*~(x&(y|z)) + 14943845488*(z^(x&y)) + 26151754291*((y&~z)|~(~x|(~y&z))) + 7471922744*(x&(~y|z)) + 18446744043821811266*~(~x&(~y|z)) + 18446744069973565557*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
18446744073709502242*(y^~(~x&(y^z))) + 49374*(y^(x|(y|z))) + 3735936685*(y^(x&(y|z))) + 49374*(y^(x&(~y|z))) + 18446744069973664305*(z^(x&y)) + 3735837937*(z^~(~x|(~y&z))) + 18446744073709502242*(y|z), 49374 + 3735936685*(x^y)
18446744069973614931*(y^(~x|(y|z))) + 3735887311*(z^~(~x|(~y&z))) + 18446744069973614931*~(~x|(y^z)) + 3735887311*(z^(~x|(~y&z))) + 18446744069973614931*(y&(x|~z)) + 3735936685*~(x^(~y|z)), 49374 + 3735936685*(x^y)
18446744062501840309*~(~x|(~y|z)) + 7471774622*((y&z)^~(x&(y^z))) + 18446744066237727620*(y^~(x&(~y|z))) + 3735887311*(z^(~x&(y|z))) + 18446744069973664305*(z^~(x|~y)) + 18446744069973664305*((x&~y)|(x^(y^z))) + 7471774622*((x&y)|~(y|~z)) + 3735887311*(y&(x|z)), 49374 + 3735936685*(x^y)
12297829391190236467*((x|~y)&(y^z)) + 12297829379982377038*(z^~(~x&(y&z))) + 6148914689991188519*((y&~z)^(~x|(y^z))) + 6148914693727125204*((x&~y)|(x^(y^z))) + 12297829372510503668*((x&y)|~(y|~z)) + 3735936685*(y|(x&~z)) + 3735936685*(z^~(x|y)), 49374 + 3735936685*(x^y)
18446744066237645330*((y&z)^~(x&(y^z))) + 18446744069973582015*~(x|(y^z)) + 18446744069973614931*~(x|~z) + 18446744073709535158*(x^(y&z)) + 11207826513*~(x&y) + 18446744073709518700*((x&y)|(y^z)) + 7471873370*((x|y)&~(y^z)) + 18446744066237661788*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
18446744073709452868*~(~x|(~y|z)) + 7471873370*(~x&(~y&z)) + 3735936685*(z^(~x|(y&z))) + 18446744069973664305*((y&z)^~(~x&(y^z))) + 7471823996*(y^~(~x&(y|z))) + 3735936685*((x|y)&~(x^(y^z))) + 18446744066237678246*(~x|(~y&z)) + 18446744073709502242*(y^~(x&(y&z))), 49374 + 3735936685*(x^y)
18446744066237579498*(~x&(~y&z)) + 18446744069973614931*(x&(y^z)) + 3735936685*((x&~y)|(y^z)) + 18446744073709502242*(~(x&y)&~(x^(y^z))) + 3735986059*(z&~(x&y)) + 18446744073709502242*(x|y), 49374 + 3735936685*(x^y)
3735936685*(x^y) + 18446744073709502242*((x&~y)|~(x^(y^z))) + 18446744073709502242*(z^~(x&y)) + 49374*((x&~y)|~(y^z)) + 18446744073709502242*z, 49374 + 3735936685*(x^y)
7471873370*~(y&z) + 3735887311*(z^(x&(y|z))) + 18446744069973664305*(~(x|y)|~(x^(y^z))) + 49374*(x^(y^z)) + 3735936685*(x&(~y|z)) + 18446744066237628872*~(~x&(y&z)) + 3735936685*(z^~(x|(y&z))) + 18446744073709502242*(~x|(~y|z)), 49374 + 3735936685*(x^y)
12297829379982393496*(y^~(x&(y^z))) + 12297829383718330181*((x&z)^(y|z)) + 3735936685*(x^(y&z)) + 12297829383718330181*(y^(~x&(y|z))) + 6148914689991221435*(~(x|~y)|~(y^z)) + 3735887311*((x^y)|~(x^z)) + 18446744069973614931*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
7471823996*~z + 18446744066237776994*(z^~(x&(y&z))) + 18446744073709502242*(x^(y^z)) + 3735887311*x + 3735986059*((x|y)&~(y^z)) + 18446744073709452868*((x&z)^~(x^(~y&z))) + 3735986059*(z|~(x|~y)) + 18446744069973565557*(x|z), 49374 + 3735936685*(x^y)
18446744062501790935*((y&z)^~(x&(y^z))) + 7471823996*(~y&~(x^z)) + 18446744069973614931*(x&(y^z)) + 7471823996*(z^~(~x&(~y|z))) + 18446744069973614931*(~(x^y)&~(x^z)) + 7471823996*(~(x|y)|(x^(y^z))) + 18446744069973614931*(y^(~x&(y^z))), 49374 + 3735936685*(x^y)
18446744069973614931*(y^~(x&(y^z))) + 7471823996*(~(x&y)&~(y^z)) + 18446744069973614931*(z^(~x&(~y|z))) + 7471823996*((x&y)|(y^z)) + 18446744069973614931*(y|~(x|~z)), 49374 + 3735936685*(x^y)
5657752199450984733*(~y&~(x^z)) + 6394495935261315099*(y^~(x&~z)) + 5657752195715048048*(x^(y|z)) + 12052248142184123828*(z&~(x&y)) + 12788991877994503568*(y^(x|(~y&z))) + 3735887311*(z^~(x&(y&z))) + 12052248134712299832*((x&y)|~(y|~z)) + 6394495935261315099*(z|~(x|y)), 49374 + 3735936685*(x^y)
2612616765469074078*~(~x|(y|z)) + 15834127311976364849*(z^(x|(~y|z))) + 3735936685*(y^(x&(y|z))) + 18446744073709502242*(~(x|y)|~(x^(y^z))) + 15834127311976315475*(y&~(x^z)) + 2612616761733186767*(y^~(x|(y^z))), 49374 + 3735936685*(x^y)
11207760681*~(y|z) + 7471873370*((x|~y)&~(y^z)) + 18446744058765854250*((x&y)|~(y|z)) + 3735887311*~(x^(y|z)) + 18446744066237678246*((x&z)^~(x^(~y&z))) + 11207810055*(y&(x|z)) + 18446744062501741561*(z^~(~x|(y&z))) + 11207760681*(y|(x^z)), 49374 + 3735936685*(x^y)
12297829383718346639*(z^(x|(y|z))) + 8198552921233569073*~z + 12297829383718346639*(~(x&y)&(y^z)) + 8198552924969505758*(y^~(~x&(~y|z))) + 6148914689991204977*(z^(x&y)) + 14347467611224774050*(y^(~x|(~y&z))) + 8198552921233569073*(~(x|~y)|(x^(y^z))) + 14347467614960710735*(~x|(y|z)), 49374 + 3735936685*(x^y)
7471873370*(y^(x|(y&z))) + 3735936685*(y^(~x|(~y|z))) + 18446744069973565557*((x&y)^(y|z)) + 18446744073709502242*((x&y)|~(y|z)) + 3735936685*((x|~y)&(x^(y^z))) + 18446744062501741561*(x|~y) + 7471873370*(z|~(x^y)), 49374 + 3735936685*(x^y)
12897452964997903646*(x&(y^z)) + 3735936685*((x^y)&(x^z)) + 7348161852550368365*(~x&(~y|z)) + 16647873329870781847*(z^~(~x&(~y|z))) + 7348161856286305050*(y^(x&(y|z))) + 12897452964997903646*(~(x|y)|(x^(y^z))) + 7348161852550368365*((x&z)^(x^(y&z))) + 16647873329870781847*(z^~(x|y)), 49374 + 3735936685*(x^y)
6148914693727125204*~(y|z) + 6148914686255251834*(~x&(~y&z)) + 6148914689991188519*(~(x&~y)&~(x^(y^z))) + 6148914693727125204*(z^~(~x|(~y&z))) + 18446744069973614931*(x&y) + 6148914689991188519*(z^~(x&(y|z))) + 6148914693727125204*((x&y)|(y^z)) + 6148914693727125204*(y&~(x&~z)), 49374 + 3735936685*(x^y)
7471823996*(~y|(x^z)) + 7471823996*(x&(y&z)) + 18446744069973614931*(x|~y) + 18446744066237727620*(y&(x|z)) + 7471823996*y + 18446744069973614931*~(x&~y), 49374 + 3735936685*(x^y)
49374*(y^~(~x&(y^z))) + 18446744073709452868*((x|y)&(y^z)) + 49374*(y^(x|(y|z))) + 18446744069973713679*(y&(x|~z)) + 3735887311*(z^~(x&(y&z))) + 18446744069973565557*(y^~(x&z)) + 3735887311*(z|(x^y)), 49374 + 3735936685*(x^y)
18446744066237727620*(~y&~(x^z)) + 49374*~(x|~z) + 18446744069973614931*(x^(~y|z)) + 7471823996*(y^~(~x&(~y|z))) + 18446744069973664305*~(y^z) + 18446744073709502242*(z^(x&~y)) + 18446744062501840309*(y|z) + 14943598618*(~x|(y|z)), 49374 + 3735936685*(x^y)
18446744069973614931*(z^(x|(~y|z))) + 3735887311*(z^~(x&(~y&z))) + 3735936685*((x^y)&(x^z)) + 18446744073709502242*(z&~(x&~y)), 49374 + 3735936685*(x^y)
18446744069973582015*~y + 3735953143*~(y&z) + 3735920227*(~x&(y|z)) + 18446744069973614931*~(x^(~y&z)) + 18446744069973664305*(~(x&~y)&(x^(y^z))) + 18446744069973549099*(y^~(x|~z)) + 3735936685*(z^~(x|~y)) + 3735903769*((x^y)|~(x^z)), 49374 + 3735936685*(x^y)
18446744069973614931*~(~x|(~y|z)) + 18446744066237727620*(y^~(x&(~y&z))) + 7471823996*(z^~(~x&(~y&z))) + 3735887311*~(x|~z) + 18446744069973614931*(y^(~x&(~y|z))) + 3735887311*((x&z)|~(y|z)), 49374 + 3735936685*(x^y)
8697601726654450015*((x|~y)&~(x^(y^z))) + 9749142347055101601*(y^(x|z)) + 3735936685*(~(x|~y)|~(x^(y^z))) + 9749142347055101601*~(~x&(y^z)) + 8697601730390386700*(z|~(x|~y)) + 1051540612928778216*(~x|(y|z)) + 1051540616664764275, 49374 + 3735936685*(x^y)
18446744069973631389*((x&y)^~(x^(y&z))) + 18446744069973680763*(~(x&~y)&~(x^(y^z))) + 3735887311*~(x&z) + 3735920227*(y^(x&(y|z))) + 18446744073709535158*((x|y)&~(x^(y^z))) + 18446744073709535158*(y^(~x|(y^z))) + 18446744069973647847*(y&z) + 3735870853*(y^~(x|z)), 49374 + 3735936685*(x^y)
18446744066237678246*(x&~z) + 18446744066237678246*(x^z) + 18446744055029917565*(z^(~x&(~y|z))) + 18446744069973614931*((x&y)|~(y|~z)) + 11207760681*(x|~y) + 18446744069973614931*(y&~(x&~z)) + 7471823996*(z^~(x|(y&z))) + 7471873370*(x|(y&z)), 49374 + 3735936685*(x^y)
3735887311*~(y|~z) + 18446744066237678246*~(x&z) + 11207810055*~(x^(~y&z)) + 7471823996*(y|~z) + 3735936685*(~(x|~y)|(x^(y^z))) + 18446744062501741561*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
11207760681*(~z&(x^y)) + 18446744069973614931*(z^(~x|(y|z))) + 18679634051*~(x|(y^z)) + 18446744062501741561*(~(x&y)&~(y^z)) + 3735936685*x + 18446744073709502242*((x&y)|~(y|~z)) + 18446744069973614931*((x&z)^~(x^(~y&z))), 49374 + 3735936685*(x^y)
18446744069973664305*(z^(~x|(~y&z))) + 3735936685*((x|y)&(x^(y^z))) + 18446744069973614931*(z^~(x&y)) + 18446744069973614931*(y&(x|~z)) + 3735887311*(x|~y) + 3735887311*(~x|(y&z)) + 7471823996*(y|~(x^z)) + 18446744066237727620*(z|~(x^y)), 49374 + 3735936685*(x^y)
7601526779107216917*(z&(x^y)) + 12297829379982393496*~(x^y) + 13750441469098438352*((x&y)|(x^(y^z))) + 7601526775371329606*(y^(~x|(y^z))) + 10845217298338222010*~(~x&(y&z)) + 4696302604611113264*z + 12297829383718330181*~(y&~z) + 12297829383718330181*~(x&~z), 49374 + 3735936685*(x^y)
3735887311*(y^(~x|(y&z))) + 18446744066237776994*(~x&(y|z)) + 3735887311*(x^(y|z)) + 18446744066237727620*(z&(x|~y)) + 18446744062501840309*(y^~(x|z)) + 7471774622*~(x&~y) + 11207711307*(z&(x|y)), 49374 + 3735936685*(x^y)
18446744069973713679*~y + 18446744069973664305*(y^z) + 3735837937*(z^~(~x&(y|z))) + 18446744069973664305*(z^(~x|(~y&z))) + 18446744062501840309*(y^~(x&(~y|z))) + 3735887311*(y^~(x&z)) + 11207612559*(z^~(x|(~y&z))) + 49374*(~x|(y&z)), 49374 + 3735936685*(x^y)
49374*~(x|y) + 3735887311*((x&~y)|(y^z)) + 18446744073709502242*~x + 18446744073709502242*(y^(~x&(y|z))) + 18446744069973614931*(y^~(x&(y|z))) + 3735887311*~(y^z) + 49374*(y|(x^z)), 49374 + 3735936685*(x^y)
18446744073709502242*(y^(x|(y&z))) + 3735986059*(x^(y|z)) + 18446744073709502242*~(x&z) + 3735936685*(z&(x^y)) + 3735936685*(~(x^y)&~(x^z)) + 3735936685*(x^(~y&z)) + 18446744069973614931*(y^~(x&(y|z))) + 18446744069973565557*(z&~(x&~y)), 49374 + 3735936685*(x^y)
18446744073709485784*~(y|~z) + 3735920227*(x^y) + 18446744073709535158*((x|~y)&~(y^z)) + 16458*(x&y) + 18446744073709485784*((y&~z)|~(~x|(~y&z))) + 49374*((x|~y)&(x^(y^z))) + 18446744073709485784*((x&y)^(x^(~y|z))) + 32916*~(x&~z), 49374 + 3735936685*(x^y)
7471774622*~(~x|(y|z)) + 18446744066237727620*(y^z) + 11207760681*((x&y)^(y|z)) + 18446744069973614931*(~(x|y)|~(x^(y^z))) + 3735887311*(y^(~x|(~y&z))) + 18446744062501790935*((y&z)|(~x&(y|z))) + 18446744069973664305*(z^~(~x|(y&z))) + 11207711307*(y|~(x|~z)), 49374 + 3735936685*(x^y)
3735936685*(y^~(~x|(y^z))) + 18446744069973614931*(x^(~y&z)) + 3735936685*((x&~y)|(x^(y^z))) + 3735986059*(y&z) + 18446744069973614931*(y&~(x&~z)) + 18446744073709502242*y + 18446744073709502242*~(y&~z), 49374 + 3735936685*(x^y)
18446744062501741561*(~(x^y)&(x^z)) + 7471873370*(z^~(~x&(~y&z))) + 7471873370*(z^(x&y)) + 3735936685*(x|(~y&z)) + 3735936685*(y&~(x&~z)) + 7471922744, 49374 + 3735936685*(x^y)
18446744051293783384*(z^(x|(y&z))) + 11207859429*((x&y)^~(x^(~y|z))) + 3735936685*(~(x&y)&~(x^(y^z))) + 7471922744*((x&y)|~(y^z)) + 18446744055029769443*(y|~(x|z)) + 22415718858*(y|~(x|~z)) + 18446744055029769443*(y^(x&(y^z))) + 7471873370*((x^y)|~(x^z)), 49374 + 3735936685*(x^y)
18446744069973664305*~(x|(y|z)) + 12297829383718346639*(y^(x|z)) + 12297829379982409954*(x^z) + 12297829383718346639*((x&z)^(y|z)) + 6148914693727092288*(y^(x|~z)) + 12297829379982360580*(z&~(x^y)) + 12297829383718396013*(z^(x&~y)) + 12297829383718297265*~(x&(~y&z)), 49374 + 3735936685*(x^y)
6148914693727125204*(y^~(~x&(y^z))) + 12297829383718363097*(~x&(y&z)) + 18446744073709502242*(z^~(~x&(~y|z))) + 6148914689991188519*((x|y)&~(x^(y^z))) + 18446744069973565557*(~(x^y)&~(x^z)) + 12297829383718363097*(y|~z) + 6148914693727125204*(z&(x|y)), 49374 + 3735936685*(x^y)
18446744069973664305*~(x|y) + 18446744073709502242*(~(x&y)&(x^(y^z))) + 18446744069973713679*(y^(x|(y&z))) + 3735887311*(y^(x|z)) + 3735887311*(y^~(~x&(y|z))) + 18446744073709502242*~(x^(y|z)), 49374 + 3735936685*(x^y)
49374*(~y&(x^z)) + 18446744073709452868*(y^(~x|(y&z))) + 3735887311*~(x|(~y&z)) + 7471675874*(y^(x|(y^z))) + 18446744069973763053*(y^~(~x&(y&z))) + 3735837937*((x|~y)&~(y^z)) + 18446744069973614931*(~(x|y)|~(y^z)) + 49374*(~(x^y)|(x^z)), 49374 + 3735936685*(x^y)
3735903769*((x|~y)&~(x^(y^z))) + 18446744069973631389*(y^(~x|(y|z))) + 18446744073709535158*(z^(x&y)) + 3735936685*((x^y)|(x^z)) + 7471840454*(y&~(x^z)) + 18446744066237711162*(y&(x|~z)) + 18446744073709535158*((x&~y)|(x^(y^z))) + 18446744073709518700*~(x&(~y&z)), 49374 + 3735936685*(x^y)
10851382428393852485*(y^~(~x&(~y&z))) + 7595361645315649757*(y^(x|z)) + 10851382435865725855*(~x&(y&z)) + 10851382428393852485*(y^~(x|~z)) + 7595361645315649757*(x|~z) + 10851382432129838544*(x|(y^z)) + 7595361641579713072*(y^(~x&(y^z))), 49374 + 3735936685*(x^y)
18446744069973664305*(~(x^y)&(x^z)) + 7471725248*(~(x&~y)&(y^z)) + 3735887311*(y^~(~x&(~y&z))) + 49374*(~(x|~y)|(y^z)) + 18446744069973664305*~(~x&(y&z)) + 3735887311*((x&y)^(x^(y&z))) + 18446744073709502242*(z|~(x^y)), 49374 + 3735936685*(x^y)
6484604868417953490*(x&~z) + 18446744069973614931*((y&~z)|~(x|(~y&z))) + 7471873370*~(x&(y&z)) + 3735936685*(y|(x&~z)) + 3735936685*(z^~(x|(y&z))) + 6484604868417953490*~(x&~z) + 6484604875889876234, 49374 + 3735936685*(x^y)
3735788563*(x&(y^z)) + 18446744066237875742*((x|y)&~(x^(y^z))) + 7471725248*((x&y)^(y|z)) + 18446744069973614931*(x^(y^z)) + 3735887311*((x&z)|~(y|z)) + 18446744069973713679*(z^~(x|(~y&z))) + 18446744073709452868*(y^~(x|z)) + 3735936685*(y|(x&~z)), 49374 + 3735936685*(x^y)
18446744069973614931*((x|y)&(y^z)) + 18446744069973614931*(y^(~x|(~y|z))) + 3735887311*(~x&(~y|z)) + 49374*(~x&(y|z)) + 7471823996*(y^(x&(~y|z))) + 18446744069973565557*(~(x&~y)&(x^(y^z))) + 11207810055*(z^~(x|~y)) + 18446744066237678246*(z|~(x|~y)), 49374 + 3735936685*(x^y)
3689348814741920198*(z^(~x|(y|z))) + 49374*(x&(~y&z)) + 11068046444225711220*(y^(x|(~y|z))) + 3689348814741920198*((x&~y)|(y^z)) + 14757395262703568103*(x^y) + 7378697629483791022*~(x&(y&z)) + 3689348814741870824*(x&(y|z)) + 14757395258967631418*~(x&~z), 49374 + 3735936685*(x^y)
18446744069973614931*((y&~z)|~(x|(~y&z))) + 18446744069973614931*~(~x|(~y&z)) + 18446744069973614931*(z&(x|~y)) + 7471873370*(y|(x&~z)) + 18446744069973614931*(y|~z) + 18446744069973614931*(y|(x^z)) + 18446744066237727620, 49374 + 3735936685*(x^y)
3735936685*((x&z)^~(x^(y&z))) + 18446744066237628872*((x&z)^(x^(~y&z))) + 18446744069973614931*(z^~(~x&(y|z))) + 7471873370*(y^(x|(y^z))) + 18446744073709502242*(y|~z) + 18446744055029769443*(~x|(y&z)) + 7471922744*~(x&(y^z)) + 11207859429*~(x&~y), 49374 + 3735936685*(x^y)
10248191152475955113*((x&y)^~(x^(y&z))) + 6148914689991188519*(y^(x&z)) + 10248191152475955113*(y^~(~x&(y&z))) + 6148914693727125204*((x&y)|~(y|z)) + 14347467607488848337*((x|~y)&(x^(y^z))) + 14347467611224785022*(y^(~x|(y^z))) + 14347467611224785022*(y|~(x|z)) + 6148914697463061889*(z|(x^y)), 49374 + 3735936685*(x^y)
3735936685*((x&y)^~(x^(y&z))) + 18446744069973614931*~(x&z) + 49374*(y^~(~x&(~y|z))) + 3735887311*(y^(x|(~y&z))) + 18446744069973664305*(y^~(x|~z)) + 18446744073709502242*(y^(~x|(~y&z))) + 3735887311*(y|(x&~z)), 49374 + 3735936685*(x^y)
3735936685*~(x|(~y|z)) + 7471774622*(x&~y) + 18446744073709502242*(y^(~x&(~y|z))) + 18446744069973664305*(x|(~y&z)) + 3735887311*(y^(~x&(y^z))), 49374 + 3735936685*(x^y)
18446744066237727620*(y^(~x&(y|z))) + 3735936685*((x&y)|~(y|~z)) + 18446744073709502242*(y^(~x|(~y&z))) + 3735887311*(y|(x^z)), 49374 + 3735936685*(x^y)
16136675488842455089*(~(x^y)&(x^z)) + 2310068581131209216*(y&(x^z)) + 3735887311*((y&~z)|~(x|(~y&z))) + 2310068581131159842*~(x^y) + 16136675488842455089*(y^~(x|z)) + 3735887311*(x|z), 49374 + 3735936685*(x^y)
7471873370*(z^(x|y)) + 11207810055*(~(x&~y)&~(x^(y^z))) + 18446744058765804876*~(x&(~y|z)) + 11207810055*(~x|(~y&z)) + 18446744066237628872*(~(x|y)|~(x^(y^z))) + 18446744069973565557*((x|y)&(x^(y^z))) + 3735936685*(y|~(x|~z)), 49374 + 3735936685*(x^y)
18446744069973614931*~(x^y) + 18446744069973664305*((y&~z)^(x|(y^z))) + 3735887311*(x|(~y&z)) + 3735887311*(~x|(~y|z)), 49374 + 3735936685*(x^y)
7471873370*(~(x&y)&(x^(y^z))) + 18446744066237678246*(z^(x|(y&z))) + 18446744069973614931*(~x|(~y&z)) + 7471873370*(~y|(x^z)) + 3735986059*((x&z)|(y&~z)) + 18446744069973565557*~(~x&(y&z)) + 18446744073709502242*(y|(x&z)), 49374 + 3735936685*(x^y)
18446744073709502242*~z + 18446744069973614931*(~(x&~y)&(y^z)) + 49374*(y^~(~x&(y^z))) + 18446744069973614931*(~x&(y&z)) + 3735936685*(~x&(y|z)) + 3735936685*(y^(x&(~y|z))) + 18446744073709502242*~(x&y) + 18446744073709502242*(x&z), 49374 + 3735936685*(x^y)
18446744069973565557*((x&z)^~(x^(y&z))) + 18446744066237678246*~x + 18446744066237628872*(x^z) + 7471873370*(y^(x&(y|z))) + 18446744055029769443*(x&(y&z)) + 7471922744*(z&~(x^y)) + 3735936685*(~(x|y)|~(y^z)) + 7471873370*~(x&(~y&z)), 49374 + 3735936685*(x^y)
14757395261209193429*(y^~(~x&(y|z))) + 11068046444972898557*(z^~(~x|(~y&z))) + 11068046444972898557*(z^~(x&(y&z))) + 14757395257473256744*(y^~(x&z)) + 3689348816236294872*((y&~z)^(x|(y^z))) + 14757395257473256744*(y^(~x|(~y&z))) + 11068046444972898557*(z|~(x|~y)), 49374 + 3735936685*(x^y)
11094792835898799426*(z^(~x|(~y|z))) + 7351951237810752190*(~z&~(x^y)) + 11094792835898799426*(z^(x|(y|z))) + 14703902479357391691*(y^(x|(y&z))) + 14703902479357391691*(~x&(y&z)) + 3742841598088096610*(~(x|y)|~(x^(y^z))) + 3742841598088096610*(z&(x|y)) + 14703902475621405632*(z|~(x^y)), 49374 + 3735936685*(x^y)
14680107729355028672*(~z&(x^y)) + 3766636344354424196*~z + 7533272692444735703*(x^y) + 14680107729355176794*(y^~(~x&(y|z))) + 18446744073709452868*(x^(y&z)) + 14680107729355275542*(y^(x&(~y|z))) + 18446744073709502242*(~x|(y^z)) + 18446744073709502242*(y|~(x^z)), 49374 + 3735936685*(x^y)
3735936685*(y^(x|(y&z))) + 3735936685*(z^(x|(~y&z))) + 3735986059*(y&~(x&~z)) + 18446744069973565557*(y|(x^z)) + 18446744069973565557*(z^~(x|(y&z))) + 3735936685*~(x&~z), 49374 + 3735936685*(x^y)
10536715973256165575*(z^(x|(y&z))) + 10536715976992102260*(~y&~(x^z)) + 3735887311*(y^~(~x|(~y&z))) + 2626687876538716219*((x|~y)&~(y^z)) + 18446744069973565557*(y^(~x|(~y&z))) + 15820056200906772082*(x|~y) + 7910028096717449356*~(y^z) + 10536715976992102260*(z|(x&y)), 49374 + 3735936685*(x^y)
18446744073709502242*~(x|z) + 7471922744*~(x|(y&z)) + 3735887311*((x&z)^~(x^(y&z))) + 18446744069973614931*(y^(x|(~y|z))) + 18446744069973614931*(z^~(x|(~y&z))) + 18446744069973614931*((x&y)^(x^(~y|z))) + 18446744073709502242*(z^~(~x|(y&z))) + 7471873370*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
