# 3735936685*~x
9925453257363832303*~(y|~z) + 7471873370*(y^(~x|(y|z))) + 18446744069973614931*~y + 4260645406304891314*(y^z) + 3735936685*(y^(x|(y^z))) + 9925453264835705673*(y^~(x|(y^z))) + 4260645406304891314*~(x^(y&z)) + 4260645402568954629*~(x^(y|z)), 3735936685*~x
3735936685*(y^~(~x|(~y&z))) + 18446744069973614931*(y^(x&(y|z))) + 18446744066237678246*~(~x|(y^z)) + 3735936685*(z^(~x&(y|z))) + 3735936685*(~(x|y)|~(y^z)), 3735936685*~x
3735936685*~(x|(y&z)) + 18446744069973614931*((x&y)|(y^z)) + 3735936685*(y|z), 3735936685*~x
6107306702111470852*(~z&~(x^y)) + 5932032147713012790*(~(x&y)&(y^z)) + 158457692057351728*(y^z) + 6107306702111470852*(y&(x^z)) + 6073672977429258184*(~(x&~y)&~(x^(y^z))) + 12356254237675123783*~x + 12356254233939187098*(~(x&y)&~(x^(y^z))), 3735936685*~x
2988749348*(~x&(~y&z)) + 2988749348*(~x&(y&z)) + 1494374674*~(x&z) + 2241562011*(z^(~x|(~y&z))) + 18446744072215176942*(x&y) + 18446744072962364279*(~(x|~y)|(x^(y^z))) + 18446744072962364279*(z|(x&~y)) + 747187337*(z|~(x|~y)), 3735936685*~x
18446744069973614931*(z^(x|y)) + 3735936685*(z^~(~x&(~y&z))) + 18446744069973614931*(x&(y&z)) + 3735936685*(~(x&~y)&(x^(y^z))) + 18446744069973614931*(x&z) + 3735936685*(z&(x|y)), 3735936685*~x
3735936685*(x^z) + 18446744069973614931*((x&z)^(y|z)) + 11207810055*(z^(x&y)) + 7471873370*(z^(~x|(~y&z))) + 7471873370*((x|y)&~(y^z)) + 18446744069973614931*(y^(~x&(y^z))) + 18446744066237678246*(x|(y&z)) + 18446744069973614931*~(y&~z), 3735936685*~x
7471873370*(y^z) + 3735936685*~(x|~y) + 7471873370*((x|~y)&~(y^z)) + 18446744069973614931*(x|~z) + 18446744069973614931*(x|(y^z)), 3735936685*~x
3735936685*(z^(x|(y|z))) + 11207810055*(x^(~y|z)) + 14943746740*(x^y) + 11207810055*(~(x|~y)|(y^z)) + 18446744047557994821*((x^y)|(x^z)) + 7471873370*((y&~z)^(x|(y^z))) + 18446744066237678246*(z^~(x|y)), 3735936685*~x
16389471107578162287*((x|~y)&(y^z)) + 3735936685*(y&~(x&z)) + 11207810055*(z^~(~x&(y|z))) + 2057272958659515959*(z^~(~x|(~y&z))) + 2057272969867326014*(y^(~x&(~y|z))) + 16389471096370352232*~(x&(~y&z)) + 7471873370*(z|(x^y)), 3735936685*~x
12297829383718346639*(y^(x|z)) + 12297829379982409954*((x&~y)|(y^z)) + 7471873370*(~(x&y)&~(x^(y^z))) + 12297829376246473269*(y^(x|~z)) + 6148914693727141662*((x^y)|(x^z)) + 6148914693727141662*(~(x|y)|~(y^z)) + 6148914686255268292*(z&(x|y)) + 6148914693727141662*(y^~(~x|(y&z))), 3735936685*~x
18446744066237678246*(z^(x|y)) + 12463800318317104195*(~y&~(x^z)) + 18446744069973614931*(z&(x|~y)) + 12463800303373357455*(y&z) + 5982943755392447421*(z^(x&~y)) + 12463800325788977565*(~(x|~y)|(x^(y^z))) + 7471873370*(y^(~x&(y^z))) + 5982943759128384106*(z^~(x|(y&z))), 3735936685*~x
18446744062501741561*(z^(x|y)) + 18446744066237678246*(~(x&~y)&~(x^(y^z))) + 18446744069973614931*((x&y)^(y|z)) + 14943746740*~(x&(y&z)) + 7471873370*~(y^z) + 3735936685*(z^(x&~y)) + 18446744058765804876*((x&~y)|~(y^z)) + 3735936685*(y|~(x^z)), 3735936685*~x
9687404141053936851*(~x&(~y&z)) + 3735936685*(x&(~y&z)) + 18446744069973614931*(y^~(x|(~y&z))) + 9687404137318000166*(x&(~y|z)) + 8759339936391551450*((y&~z)^(x|(y^z))) + 7471873370*(y|~(x|z)) + 18446744069973614931*(y|(x&z)), 3735936685*~x
3735936685*(~y&~(x^z)) + 7471873370*~(x&(~y|z)) + 18446744066237678246*(x^y) + 3735936685*((x|~y)&(x^(y^z))) + 18446744066237678246*~(x^y) + 3735936685*(y^~(~x|(y&z))), 3735936685*~x
18446744070720802268*(x&~z) + 3735936685*(z^(~x|(y|z))) + 18446744072215176942*(y^~(x&~z)) + 1494374674*((x&z)^~(y&~z)) + 2241562011*(z^(x&(y|z))) + 18446744072215176942*(y^~(x|(y^z))) + 1494374674*(~y|~(x^z)), 3735936685*~x
3735936685*(x&~y) + 18446744069973614931*((x&y)^~(x^(~y|z))) + 3735936685*(z^~(x&(~y&z))) + 18446744069973614931*((x&z)|~(y|z)) + 3735936685*(~x|(y&z)), 3735936685*~x
18446744069973614931*(y^(x|z)) + 11207810055*~(x|~z) + 18446744069973614931*(z^~(x&(y&z))) + 7471873370*(x|~z) + 18446744069973614931*((x&y)|(y^z)) + 7471873370*~(~x&(y&z)) + 18446744066237678246*(x|(~y|z)), 3735936685*~x
18446744069973614931*(x&~z) + 3735936685*(~(x&~y)&(y^z)) + 3735936685*(~(x&y)&~(y^z)), 3735936685*~x
11207810055*~(x|z) + 18446744066237678246*~z + 3735936685*(z^(x|(y&z))) + 3735936685*(z^(x|(~y&z))), 3735936685*~x
18446744051293931506*(y^~(x&(~y&z))) + 14943746740*(z^~(~x&(~y&z))) + 11207810055*((y&z)^~(~x&(y^z))) + 18446744047557994821*(z^~(x&(~y&z))) + 18679683425*(y^(x|(~y|z))) + 7471873370*(z^~(x&(~y|z))) + 18446744062501741561*((x&y)|(y^z)) + 3735936685*(z^~(~x|(y&z))), 3735936685*~x
18446744069973614931*(z^(x|(y|z))) + 18446744069973614931*(z^~(~x&(y|z))) + 7471873370*~(x&z), 3735936685*~x
6148914686255268292*(y^(x&(~y|z))) + 12297829379982409954*((x|y)&(x^(y^z))) + 12297829383718346639*(~(x|y)|(x^(y^z))) + 18446744066237678246*((x&y)|~(y|~z)) + 18446744069973614931*((x|y)&~(y^z)) + 6148914693727141662*((x&y)|~(x^(y^z))) + 6148914701199015032*(x|(y|z)), 3735936685*~x
12297829383718346639*((x&z)^~(y&~z)) + 4099276455012887738*(y^(x&(~y|z))) + 10248191159947839455*((x^y)|(x^z)) + 16397105842467171062*((x&y)|(x^(y^z))) + 10248191152475966085*(z^~(x&(~y|z))) + 16397105846203107747*(y&(x|z)) + 14347467614960727193*((x^y)|~(x^z)) + 16397105838731234377*(x|z), 3735936685*~x
18446744069973614931*(~(x&y)&(x^(y^z))) + 3735936685*((x&z)^~(x^(y&z))) + 3735936685*(x^(y|z)) + 3735936685*(y&z) + 18446744069973614931*(z&(x|y)), 3735936685*~x
3735936685*(y^~(x&(~y&z))) + 3735936685*((x&y)^(y|~z)) + 7471873370*((x&y)|~(y|~z)) + 18446744069973614931*(x|(~y&z)) + 18446744069973614931*(x|~y), 3735936685*~x
18446744055029868191*((x^y)&~(x^z)) + 18446744066237678246*(z^(x|(~y&z))) + 22415620110*(y^~(~x&(y|z))) + 18446744062501741561*((x|y)&~(x^(y^z))) + 18446744069973614931*(y^~(x|(y^z))) + 18446744069973614931*(~(x&~y)&(x^(y^z))) + 18446744058765804876*(~y|~(x^z)) + 22415620110*((x&y)|(y^z)), 3735936685*~x
12297829383718346639*~(y|~z) + 12297829383718346639*~(x|~y) + 6148914689991204977*(y^~(~x&(~y|z))) + 12297829383718346639*(~x|(~y&z)) + 12297829379982409954*(x&(y|z)) + 12297829383718346639*(~(x|~y)|(x^(y^z))) + 6148914689991204977*(z&(x|y)) + 6148914693727141662*((x&y)|~(x^(y^z))), 3735936685*~x
18446744069973614931*(z^(x&(~y|z))) + 18446744066237678246*(z^~(x&(y|z))) + 18446744069973614931*z + 11207810055*(~x|(~y|z)), 3735936685*~x
18446744066237678246*~(~x|(~y&z)) + 3735936685*(z^~(x&(y&z))) + 3735936685*(~(x|y)|(x^(y^z))) + 18446744069973614931*(z^~(x&(y|z))) + 3735936685*(x|(y&z)), 3735936685*~x
6148914689991204977*(z^(x|(y|z))) + 6148914693727141662*(~(x&y)&(x^(y^z))) + 12297829376246473269*(y^(~x|(y&z))) + 6148914693727141662*(z^~(x&(~y&z))) + 12297829383718346639*((x^y)&(x^z)) + 6148914693727141662*((y&~z)^(~x|(y^z))) + 12297829387454283324*~(x^y) + 6148914686255268292*(x&(~y|z)), 3735936685*~x
3735936685*((x|~y)&(y^z)) + 3735936685*(z^(~x&(~y|z))) + 18446744069973614931*~(~x&(y|z)) + 18446744069973614931*(y^(~x|(~y&z))) + 3735936685*(y^~(x|(y&z))) + 18446744069973614931*(z&(x|y)) + 3735936685*((x^y)|~(x^z)), 3735936685*~x
3735936685*~(x|y) + 3735936685*~(x|~y), 3735936685*~x
3735936685*(y&~z) + 18446744066237678246*(z^(x|y)) + 7471873370*((x&~y)|(y^z)) + 3735936685*(~z|~(x^y)) + 18446744066237678246*~(~x&(~y|z)) + 3735936685*(y^(x&~z)), 3735936685*~x
3735936685*(~(x&y)&~(y^z)) + 4929360934493795646*(~(x^y)&~(x^z)) + 13517383139215755970*(~(x&~y)&(x^(y^z))) + 13517383135479819285*((x&y)^(x^(y&z))) + 4929360938229732331*(z|(x^y)) + 3735936685*(y|z) + 4929360930757858961*(x|(y|z)) + 4929360934493795646, 3735936685*~x
6399772927201539478*~(x|(y|z)) + 3388190582099694131*~(x|(y&z)) + 6776381160463451577*(y^~(x&~z)) + 10164571742563145708*~(x|(~y&z)) + 3388190578363757446*(x|~z) + 6776381160463451577*(y^~(x&(y&z))) + 6776381160463451577*((x&z)^(x^(y&z))) + 1505791174418891016*(x|(y|z)), 3735936685*~x
4463200496836790351*~(x&(y&z)) + 5057142590671053933*(z^~(x&y)) + 9520343083771907599*(y^~(x|(~y&z))) + 8926400989937644017*(z^(~x&(~y|z))) + 8926400989937644017*~(x^z) + 8926400986201707332*x + 8332458896103380435*(y^(~x&(y^z))) + 5651084684505317515*(z|(x&y)), 3735936685*~x
18446744066237678246*(~z&(x^y)) + 7471873370*(z^(~x|(~y|z))) + 18446744069973614931*~(x&(~y|z)) + 3735936685*(~(x|~y)|(y^z)) + 18446744069973614931*~(x^(y|z)) + 3735936685*~(x&~y), 3735936685*~x
3735936685*((x&~y)|~(x^(y^z))) + 18446744069973614931*y + 7471873370*((y&z)|(~x&(y|z))) + 18446744069973614931*(z|(x&~y)), 3735936685*~x
2241562011*(x&~y) + 2988749348*((x&y)^(y|~z)) + 4483124022*(~(x^y)&~(x^z)) + 18446744068479240257*~(~x|(y^z)) + 18446744072962364279*(y^~(x|(~y&z))) + 747187337*(z^(~x&(y|z))) + 3735936685*(y^(~x&(y^z))) + 18446744070720802268*((x&y)|~(x^(y^z))), 3735936685*~x
18097977698293208023*~(y|z) + 348766382888216963*~z + 348766382888216963*(y^~(x&(y^z))) + 18097977683349461283*(y^z) + 18097977687085397968*(z^(x|~y)) + 348766379152280278*(y^~(~x&(~y|z))) + 348766394096027018*(~(x|~y)|(y^z)) + 18097977690821334653*((x^y)|(x^z)), 3735936685*~x
11207810055*(~x&(~y&z)) + 3735936685*(y^~(x&(y^z))) + 3735936685*(z^(~x|(~y&z))) + 18446744066237678246*(~y|~(x^z)) + 18446744069973614931*(~(x^y)|(x^z)) + 7471873370*((x^y)|~(x^z)), 3735936685*~x
6148914686255268292*(~x&(y^z)) + 12297829379982409954*(y^~(x&(y^z))) + 12297829368774599899*(x&(~y&z)) + 6148914701199015032*(y^z) + 3735936685*(y^~(~x&(~y|z))) + 6148914689991204977*~(~x&(~y&z)) + 7471873370*(z|~(x|y)) + 12297829376246473269*(z|(x&y)), 3735936685*~x
13392480145145302752*~(x|(y|z)) + 5054263936036122234*~(x^(~y&z)) + 13392480137673429382*(x^y) + 3735936685*((y&~z)^(~x|(y^z))) + 3735936685*(y^(~x&(y|z))) + 18446744066237678246*(y^(~x|(~y&z))) + 13392480141409366067*((x&y)|(y^z)) + 5054263936036122234*(x|(y^z)), 3735936685*~x
18446744066237678246*(y^~(~x&(~y&z))) + 11207810055*(y^~(~x&(y^z))) + 3735936685*(y^(x|(y^z))) + 7471873370*(y^~(x|(y&z))) + 7471873370, 3735936685*~x
3735936685*((y&z)^~(x&(y^z))) + 3735936685*(z&(x^y)) + 3735936685*(y|~(x|z)) + 18446744069973614931*~(~x&(~y&z)), 3735936685*~x
18446744058765804876*(~y&(x^z)) + 11207810055*(z^(x|y)) + 18446744069973614931*(y^(~x|(~y|z))) + 18679683425*((x^y)&(x^z)) + 18446744069973614931*((x|~y)&~(y^z)) + 18679683425*(y^(~x|(y^z))) + 18446744066237678246*~(~x&(y^z)) + 18446744066237678246*(z|~(x|~y)), 3735936685*~x
18446744066237678246*(x&~z) + 7471873370*(z^(x|(y&z))) + 18446744069973614931*~y + 3735936685*(~x|(~y&z)) + 3735936685*~(~x&(y^z)) + 18446744069973614931*(z|(x&y)), 3735936685*~x
18446744069973614931*(z^(x|(y&z))) + 18446744069973614931*((x|y)&(y^z)) + 18446744062501741561*(~(x&y)&~(y^z)) + 18679683425*(z^(x|(~y&z))) + 18446744066237678246*(x^(y|z)) + 18446744062501741561*(x^(y&z)) + 14943746740*~(x&y), 3735936685*~x
3735936685*(~x&(y^z)) + 18446744069973614931*~(x^(~y|z)) + 3735936685*((x^y)|~(x^z)), 3735936685*~x
3735936685*(~x&(~y&z)) + 7471873370*(~(x&y)&~(y^z)) + 18446744069973614931*(z^(x|~y)) + 18446744069973614931*((x&z)|~(y|z)) + 3735936685*(z^~(x&(~y|z))), 3735936685*~x
11207810055*(z^(~x|(y&z))) + 7471873370*~(~x|(y&z)) + 18446744058765804876*((y&z)^~(~x&(y^z))) + 3735936685*(z&~(x&y)) + 7471873370*(~(x^y)|(x^z)) + 18446744066237678246*(z|~(x|~y)), 3735936685*~x
2988749348*((x&z)^~(x^(y&z))) + 747187337*(y^(x&z)) + 747187337*(y^(x&(~y|z))) + 18446744072215176942*((x&z)|(y&~z)) + 18446744072962364279*(x|~z) + 4483124022*((x&z)^~(x^(~y&z))) + 18446744070720802268*(z^~(x|(y&z))) + 747187337*(z|(x&y)), 3735936685*~x
3735936685*(z^(~x|(y&z))) + 18446744066237678246*(y^~(~x&(y^z))) + 18446744069973614931*((y&~z)^(~x|(y^z))) + 7471873370*(~(x|~y)|(y^z)) + 7471873370*~(y&~z) + 18446744062501741561*(z|(x&y)) + 3735936685*(z|~(x^y)), 3735936685*~x
6424685188623497568*(y&~z) + 15234401483133739517*(~(x&y)&(x^(y^z))) + 8809716290774305264*(~(x|~y)|~(x^(y^z))) + 3212342594311748784*(~y|(x^z)) + 12022058881350117363*~(~x|(y^z)) + 3735936685*(~(x&~y)&~(y^z)) + 6424685188623497568*((x^y)|~(x^z)), 3735936685*~x
12297829383718346639*(~(x^y)&(x^z)) + 6148914689991204977*((x&z)^~(x^(y&z))) + 6148914697463078347*~(x|(~y&z)) + 6148914689991204977*(~(x|y)|~(x^(y^z))) + 3735936685*(~y|(x^z)) + 12297829387454283324*(z&~(x^y)) + 18446744069973614931*(~(x^y)|(x^z)) + 6148914689991204977*(y^(x&(y^z))), 3735936685*~x
11207810055*((x&y)^~(x^(y&z))) + 18446744069973614931*~(x^(y^z)) + 18446744051293931506*(~z|~(x^y)) + 7471873370*(y^(~x|(y^z))) + 18446744058765804876*((x&y)|(y^z)) + 22415620110*~(~x&(y&z)) + 18679683425*y + 18446744062501741561*(y|~(x^z)), 3735936685*~x
3735936685*((x^y)&~(x^z)) + 6148914693727141662*(z^~(x&(~y&z))) + 6148914686255268292*(y^(x|z)) + 6148914689991204977*((y&~z)^(~x|(y^z))) + 18446744058765804876*(x&(y|z)) + 6148914701199015032*((x&y)|~(y|~z)) + 6148914693727141662*(z^~(x|(y&z))) + 6148914693727141662*(x|(y&z)), 3735936685*~x
9996295874450060901*((x|y)&~(x^(y^z))) + 11542143542168757717*(~(x|y)|(x^(y^z))) + 8450448202995427400*(y^~(x&(y|z))) + 8450448202995427400*((x&y)|(x^(y^z))) + 18446744069973614931*x + 16900896405990854800*(~x|(~y|z)) + 9996295870714124216*(x|z), 3735936685*~x
11765763680578649628*~(x|(~y|z)) + 18446744069973614931*((x&z)^~(x^(y&z))) + 18446744069973614931*(z&(x^y)) + 6680980400602775358*(~x|(~y&z)) + 6680980393130901988*(y&(x|~z)) + 11765763680578649628*(~x|(y|z)), 3735936685*~x
7471873370*~(x|(y&z)) + 18446744069973614931*(~(x&y)&(y^z)) + 18446744069973614931*(~(x&y)&~(x^(y^z))) + 7471873370*~(x&y) + 7471873370*((y&z)|(x&(y|z))) + 7471873370, 3735936685*~x
6148914689991204977*(y&(x^z)) + 6148914689991204977*(z&(x^y)) + 3735936685*(~y|(x^z)) + 3735936685*(~(x&~y)&(x^(y^z))) + 12297829376246473269*(x|(y^z)) + 18446744069973614931*((x|y)&~(y^z)) + 6148914693727141662*(~(x|~y)|(x^(y^z))) + 3735936685*(x|y), 3735936685*~x
18446744066237678246*(y&~z) + 11207810055*(~(x&y)&(x^(y^z))) + 18446744062501741561*(y^~(x&(y^z))) + 3735936685*(z^(x&(y|z))) + 18446744058765804876*(x&(~y|z)) + 14943746740*~(~x&(y|z)), 3735936685*~x
18446744066237678246*(x&~y) + 3735936685*(y^(x|z)) + 18446744066237678246*((x|~y)&(x^(y^z))) + 18446744069973614931*(y^(~x|(y^z))) + 7471873370*(y^~(x&(y&z))) + 3735936685*(z^(x&~y)), 3735936685*~x
7471873370*(z^~(~x&(~y&z))) + 3735936685*(~x|(~y&z)) + 3735936685*(~(x^y)&~(x^z)) + 11207810055*(z&~(x^y)) + 18446744066237678246*~(x^(y&z)) + 18446744066237678246*(x|(~y&z)) + 18446744069973614931*~(x&(y^z)) + 3735936685*(y^~(~x|(y&z))), 3735936685*~x
18446744066237678246*~(x|z) + 18446744062501741561*~(y|~z) + 7471873370*~(x&(~y|z)) + 3735936685*(y^(x|~z)) + 7471873370*(z^~(x|~y)) + 18446744069973614931*(y&(x|z)) + 18446744069973614931*(y|(x&~z)), 3735936685*~x
12297829379982409954*(x&(y^z)) + 6148914693727141662*((x&y)^(y|~z)) + 12297829383718346639*(y^(x|(~y&z))) + 18446744069973614931*~(~x|(y^z)) + 12297829379982409954*(z^~(x&y)) + 6148914693727141662*((x&y)|~(y|z)) + 6148914693727141662*(~(x&~y)&(x^(y^z))) + 12297829383718346639*(z^(~x&(~y|z))), 3735936685*~x
12297829387454283324*(y^~(x&(y^z))) + 6148914697463078347*((x|y)&(y^z)) + 18446744066237678246*((x&y)^~(x^(~y|z))) + 12297829387454283324*~(x^(~y&z)) + 18446744069973614931*(~(x|y)|~(x^(y^z))) + 12297829379982409954*~(x^z) + 6148914693727141662*(z|(x^y)), 3735936685*~x
3735936685*(y^~(x&(y^z))) + 18446744066237678246*((x&y)^~(x^(y&z))) + 3735936685*(y^(x|(y&z))) + 18446744062501741561*~(~x|(y&z)) + 3735936685*~(y&z) + 7471873370*(~(x&~y)&~(x^(y^z))) + 3735936685*(x|(y^z)) + 18446744069973614931*~(y^z), 3735936685*~x
3735936685*(x&~y) + 3735936685*((y&~z)^(~x|(y^z))) + 3735936685*((x&y)|~(y|z)) + 18446744069973614931*((x&y)|~(y|~z)) + 3735936685*(~x|(y&z)) + 11207810055*(z&(x|y)) + 18446744066237678246*(z^~(x|y)) + 18446744066237678246*((x&y)^(x^(y&z))), 3735936685*~x
3735936685*(~y&(x^z)) + 3735936685*(y^~(~x&(y^z))) + 14153723450749805643*(z&(x^y)) + 14153723454485742328*~(x^(y&z)) + 18446744066237678246*(~y|~(x^z)) + 4293020626695682658*~(x&~z), 3735936685*~x
18446744069973614931*~(x|~y) + 3735936685*(y^~(~x|(y^z))) + 3735936685*((x&y)^(y|z)) + 3735936685*(~x|(y&z)) + 18446744069973614931*(x|(y|z)), 3735936685*~x
3735936685*(~z&(x^y)) + 18446744069973614931*~(~x&(y|z)) + 18446744069973614931*(z^~(x|y)) + 3735936685*((x&y)|~(x^(y^z))) + 3735936685*(z|~(x|y)) + 18446744069973614931*(z|(x&~y)) + 3735936685*~(y&~z), 3735936685*~x
18446744069973614931*(z^(x|(y&z))) + 3735936685*~(x&y) + 3735936685*~(x&~y) + 18446744069973614931*(z^~(x|(y&z))), 3735936685*~x
7471873370*((x^y)&~(x^z)) + 7471873370*(~x&(~y|z)) + 18446744069973614931*~(x^(~y&z)) + 3735936685*(y&~(x&~z)) + 18446744069973614931*(z|~(x|~y)), 3735936685*~x
18446744069973614931*(y^~(x&(y^z))) + 7471873370*(y^(x|(~y|z))) + 3735936685*(y^~(x&(~y|z))) + 18446744069973614931*((x&z)|~(y|z)) + 18446744069973614931*((x&~y)|(x^(y^z))) + 3735936685*((x&z)^(x^(y&z))), 3735936685*~x
3735936685*((x|y)&(y^z)) + 18446744066237678246*(y^(~x&(y|z))) + 3735936685*(z^(~x&(y|z))) + 18446744066237678246*(y^(x&~z)) + 18679683425*~(x&~y) + 7471873370*(z|(x&~y)) + 18446744058765804876*(~x|(y|z)), 3735936685*~x
3735936685*~(x|y) + 3735936685*(~(x|~y)|~(x^(y^z))) + 3735936685*((y&z)|(~x&(y|z))) + 3735936685*(z&(x|y)) + 18446744069973614931*(z^~(x|y)) + 18446744069973614931*(y|z), 3735936685*~x
7471873370*(~z&(x^y)) + 18446744066237678246*~z + 18446744069973614931*((y&~z)|~(~x|(~y&z))) + 18446744066237678246*((x|~y)&(x^(y^z))) + 7471873370*(~z|~(x^y)) + 3735936685*(~(x^y)|(x^z)), 3735936685*~x
7471873370*((x^y)&~(x^z)) + 8789020886823289176*(y^(x|z)) + 9657723183150325755*((x&~y)|(y^z)) + 18446744069973614931*(y^(x|~z)) + 9657723190622199125*(y^~(~x&(y&z))) + 8789020883087352491*(~y|(x^z)) + 18446744066237678246*(x&z) + 7471873370*(x|(~y|z)), 3735936685*~x
18446744069973614931*~(y|z) + 18446744069973614931*(z^(x|(~y&z))) + 3735936685*(~z|(x^y)) + 18446744069973614931*(z^(~x&(y|z))) + 3735936685*~(x&(y^z)), 3735936685*~x
14943746740*((x&~y)|(y^z)) + 18446744062501741561*(y^(x|(y^z))) + 7471873370*(y^~(~x&(y&z))) + 7471873370*(y^~(x&(~y|z))) + 18446744058765804876*~(~x&(y&z)) + 3735936685*(y^(x&~z)) + 3735936685*(z^~(x|y)), 3735936685*~x
6148914693727141662*(~(x&y)&(x^(y^z))) + 6148914689991204977*(x&~y) + 6148914693727141662*(z^(~x|(y&z))) + 12297829383718346639*(~(x&~y)&~(x^(y^z))) + 12297829379982409954*(x|~z) + 12297829383718346639*(y^~(x|(y&z))) + 12297829383718346639*((x^y)|~(x^z)), 3735936685*~x
18446744069973614931*(y^~(~x&(y^z))) + 3735936685*(z^~(x&~y)) + 18446744062501741561*(y&~(x^z)) + 11207810055*(z^(~x|(~y&z))) + 18446744066237678246*(y^~(x|(~y&z))) + 3735936685*(~(x&~y)&(x^(y^z))) + 3735936685*((x&z)^(x^(y&z))), 3735936685*~x
7471873370*~(x|(~y|z)) + 18446744069973614931*(~z&(x^y)) + 3735936685*((x&z)^~(y&~z)), 3735936685*~x
12297829387454283324*(z^(~x|(y|z))) + 12297829383718346639*(y^(~x|(~y|z))) + 6148914689991204977*((x^y)&(x^z)) + 12297829383718346639*~(~x|(~y&z)) + 12297829379982409954*~(x^(y|z)) + 18446744069973614931*((x&y)|~(y|~z)) + 6148914689991204977*(x|y) + 6148914697463078347*z, 3735936685*~x
13021231112392128011*((x^y)&~(x^z)) + 7595718151074704406*~(x&z) + 1085102593010672058*((x|~y)&~(y^z)) + 1085102593010672058*(y^~(x|(y^z))) + 14106333705402800069*(y^~(x&(~y|z))) + 15191436294677535442*((x&y)|(x^(y^z))) + 13021231108656191326*~(~x&(y|z)) + 10851025926370783895*(z&(x|y)), 3735936685*~x
10646609381323669794*~(~x|(y|z)) + 7800134688649945137*(z^(x|(y|z))) + 10646609388795543164*((x&z)^~(x^(y&z))) + 18446744069973614931*(x&(y|z)) + 10646609388795543164*(z^(x&~y)) + 10646609388795543164*~(~x&(y^z)) + 15600269373563953589*~(y&~z), 3735936685*~x
18446744069973614931*(x&(~y&z)) + 3735936685*(z^(x|~y)) + 7471873370*(~(x|~y)|(y^z)) + 3735936685*(z&~(x^y)) + 3735936685*((x&~y)|(x^(y^z))) + 3735936685*(y^~(~x|(y&z))) + 18446744062501741561*(x|(y|z)), 3735936685*~x
18446744062501741561*~z + 7471873370*(~(x&~y)&(y^z)) + 18679683425*(~(x&y)&~(y^z)) + 18446744051293931506*(x^(~y|z)) + 18446744047557994821*(x&(~y|z)) + 18679683425*(x|~y) + 7471873370*(y|(x&z)), 3735936685*~x
11207810055*(x&~z) + 7471873370*(y^~(x&~z)) + 18446744069973614931*(y^(x&(~y|z))) + 18446744066237678246*~(~x&(y&z)) + 3735936685*((y&z)|(~x&(y|z))) + 11207810055*(z^~(x|(y&z))) + 18446744066237678246*((x&y)|~(x^(y^z))), 3735936685*~x
3735936685*(y&(x^z)) + 5842597832764139508*~(x^(y&z)) + 18446744069973614931*(x&(y|z)) + 12604146244681348793*(z^~(x|(~y&z))) + 12604146240945412108*((x&z)^(x^(y&z))) + 5842597832764139508*(x|(y&z)), 3735936685*~x
3735936685*(~x&(~y&z)) + 3735936685*(y&~(x&z)) + 3735936685*(z^~(x&(y|z))) + 18446744069973614931*~(~x&(~y|z)), 3735936685*~x
13739037731733100325*~(~x|(y|z)) + 18446744069973614931*(z^(x|(~y&z))) + 3735936685*(~x|(y^z)) + 18446744069973614931*(x|(~y&z)) + 13739037727997163640*(y^(~x&(y^z))) + 4707706349448324661*(z^~(~x|(y&z))), 3735936685*~x
11207810055*(z^(~x|(y|z))) + 18446744066237678246*~z + 3735936685*((x&y)^~(x^(y&z))) + 18446744069973614931*((x|~y)&~(x^(y^z))) + 7471873370*(y^~(~x&(~y|z))) + 18446744069973614931*(y^(x&z)), 3735936685*~x
3735936685*~(x|(~y|z)) + 3735936685*~z + 8822683640184666843*((x|~y)&~(x^(y^z))) + 9624060429788948088*(z^~(x&(~y&z))) + 9624060437260821458*(x^(~y|z)) + 8822683636448730158*~(x&z) + 3735936685*~(x&y), 3735936685*~x
12297829387454283324*~(x|y) + 6148914693727141662*((y&~z)|~(x|(~y&z))) + 12297829387454283324*(x^z) + 18446744069973614931*(~y|(x^z)) + 18446744069973614931*(~(x^y)|(x^z)) + 6148914693727141662*((x&~y)|~(y^z)) + 12297829383718346639*~(x&~z), 3735936685*~x
7471873370*(z^(~x|(y|z))) + 18446744069973614931*(z^(x|(y|z))) + 3735936685*(~(x&y)&(x^(y^z))) + 18446744069973614931*(x|~z) + 3735936685*((x&y)^(x^(y&z))), 3735936685*~x
3735936685*~(x|(~y|z)) + 3735936685*(z^(~x|(y&z))) + 18446744066237678246*(x&(y^z)) + 3735936685*(z^~(~x|(~y&z))) + 18446744069973614931*(z|(x^y)) + 3735936685*(z|(x&y)), 3735936685*~x
10207193806878191470*(y&~z) + 8239550270567296831*~(x&(~y|z)) + 10207193806878191470*~(x&z) + 10207193806878191470*(z&~(x&y)) + 8239550266831360146*((x^y)|(x^z)) + 3735936685*(~(x|~y)|(x^(y^z))) + 18446744069973614931*(y|(x^z)), 3735936685*~x
3735936685*((y&z)^~(x&(y^z))) + 4668222512218931448*((x&~y)|(y^z)) + 3735936685*(y^~(~x|(y^z))) + 13778521561490620168*(z^(x&(~y|z))) + 18446744069973614931*(x&z) + 13778521565226556853*((x&z)|(y&~z)) + 4668222519690804818*(y&z) + 18446744066237678246*(y|(x&~z)), 3735936685*~x
