# 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 3735936685*(y&~z) + 18446744069973614931*~(x&(~y|z)) + 18446744069973664305, 49374 + 3735936685*x
3689348812500358187*((x^y)&~(x^z)) + 11068046444972898557*(y^(~x|(~y|z))) + 3735887311*(~x&(y|z)) + 7378697625000716374*~(x&(~y|z)) + 3689348819972182183*(x|~z) + 3689348812500358187*((x&~y)|(x^(y^z))) + 14757395257473256744*(~(x&~y)&~(y^z)) + 14757395261209193429*(z|(x&y)), 49374 + 3735936685*x
18446744066237628872*((x^y)&(x^z)) + 18446744069973614931*(~(x&~y)&~(x^(y^z))) + 3735936685*((x&~y)|~(x^(y^z))) + 3735936685*(y^(x&(~y|z))) + 18446744073709502242*~(x^y) + 7471922744*((x|y)&~(y^z)) + 18446744069973565557*(y^~(~x|(y&z))), 49374 + 3735936685*x
18446744073709502242*~(x|(y|z)) + 18446744066237727620*~(x|~y) + 3735887311*((x&y)^(y|z)) + 18446744069973664305*(z^~(x|(~y&z))) + 3735887311*(~(x^y)|~(x^z)) + 3735887311*(~(x|~y)|(x^(y^z))) + 7471823996*(y|(x&z)) + 18446744066237727620*(y|z), 49374 + 3735936685*x
49374*(z^(~x|(~y|z))) + 18446744073709452868*~(~x|(y&z)) + 49374*(y^(x|(y^z))) + 3735986059*x + 18446744073709502242*(~(x|y)|~(y^z)) + 49374*~(y&~z) + 18446744073709452868*(~x|(~y|z)), 49374 + 3735936685*x
18446744066237678246*~(x|(~y|z)) + 12297829387454250408*(y^(x|(~y|z))) + 12297829379982426412*(y^~(x&~z)) + 12297829394926123778*(y^~(~x|(y^z))) + 12297829372510553042*(z^~(~x&(y&z))) + 12297829376246489727*(z&~(x&y)) + 18446744069973614931*(z^~(~x|(y&z))) + 7471823996*(z|~(x^y)), 49374 + 3735936685*x
18446744069973664305*((x&z)^~(x^(y&z))) + 10376478893685692921*~(y&z) + 8070265183759746006*(y&~(x&z)) + 8070265183759746006*((x|y)&(x^(y^z))) + 3735936685*(x&z) + 2306213706190059604*(y&~(x&~z)) + 8070265183759696632*~(x&~z), 49374 + 3735936685*x
18446744062501741561*(z^(~x|(y|z))) + 18679634051*(z^~(x&~y)) + 18446744066237678246*(~(x&y)&(y^z)) + 7471823996*(z^(x&(y|z))) + 18446744062501790935*~(x^(y^z)) + 3735887311*((x&~y)|~(y^z)), 49374 + 3735936685*x
14379380418819119340*(y&~(x&z)) + 4067363654890382902*(y^(x&z)) + 7189690209409584357*((x&y)^(y|z)) + 7189690213145471668*~(~x&(~y|z)) + 49374*y + 18446744073709502242*(~x|(y&z)) + 7189690213145471668*(z^~(~x|(y&z))) + 4067363651154495591*(y|(x^z)), 49374 + 3735936685*x
18446744069973516183*~(x|(y|z)) + 18446744069973565557*(~(x&y)&(x^(y^z))) + 11207859429*(x&(~y&z)) + 7471922744*((y&~z)|~(~x|(~y&z))) + 3735986059*(y^(~x&(~y|z))) + 18446744066237579498*((x&z)|(y&~z)) + 18446744073709502242*(z^~(~x|(y&z))), 49374 + 3735936685*x
7471823996*~(x|y) + 18446744066237678246*((x^y)&(x^z)) + 11207760681*(y^~(~x|(~y&z))) + 18446744069973614931*((x&z)^(y|z)) + 7471823996*(x&(y|z)) + 3735936685*(z&(x|~y)) + 18446744066237678246*(z^~(x|(~y&z))), 49374 + 3735936685*x
2635249153387057642*(y^~(~x&(y^z))) + 15811494920322493974*(x&(y^z)) + 7905747460161222300*(z^~(~x&(y|z))) + 10540996613548329316*((x&z)|~(y|z)) + 15811494924058381285*x + 13176245766935386958*z + 15811494920322444600*(~x|(y|z)), 49374 + 3735936685*x
7471823996*~y + 7471823996*(~(x&y)&~(y^z)) + 26151458047*(z^(x&y)) + 18446744051294030254*(~y|(x^z)) + 14943746740*((x|~y)&~(y^z)) + 18446744073709502242*(z^~(x&(y&z))) + 18446744069973614931*(z^(x&~y)) + 18446744066237678246*(z|~(x|y)), 49374 + 3735936685*x
18446744066237661788*(z^~(~x&(y|z))) + 18446744069973598473*(x^y) + 18446744069973614931*~(x^(y^z)) + 11207810055*(~y|(x^z)) + 3735920227*(y^(~x|(y^z))) + 18446744069973598473*(~(x^y)|~(x^z)) + 7471856912*(y|(x&~z)) + 18446744069973614931*(z^(x&~y)), 49374 + 3735936685*x
18446744047557896073*(z^(x|(y|z))) + 3735936685*(y^(x|(~y|z))) + 18446744055029818817*(~(x|y)|(y^z)) + 26151606169*((x&~y)|(y^z)) + 22415669484*(y^~(x|(y^z))) + 18446744062501692187*(z&~(x^y)) + 18446744066237678246*~(x^z) + 18446744073709502242*(z^~(x|y)), 49374 + 3735936685*x
6148914697463045431*~(~x|(~y|z)) + 12297829387454266866*(x&~y) + 12297829379982393496*((y&~z)^(~x|(y^z))) + 12297829383718330181*~(x^z) + 3735936685*((x&y)^(x^(~y|z))) + 12297829383718330181*(~(x|~y)|(x^(y^z))) + 12297829379982393496*~(x&(~y&z)), 49374 + 3735936685*x
12297829383718379555*(~(x&~y)&(y^z)) + 12297829379982393496*(~(x&y)&(y^z)) + 6148914693727108746*(~(x|y)|(y^z)) + 12297829376246456811*(z^~(~x&(y&z))) + 12297829379982393496*(y&~(x^z)) + 6148914693727108746*(z^~(~x|(y&z))) + 7471873370*~(~x&(~y&z)) + 18446744069973614931*(z|~(x^y)), 49374 + 3735936685*x
18446744058765854250*~(x|(~y&z)) + 7471823996*~(x&z) + 3735936685*~(~x|(y^z)) + 18446744062501790935*(x^(~y&z)) + 18446744069973614931*((y&~z)^(x|(y^z))) + 7471823996*(y^(~x|(~y&z))) + 7471823996*(y^(x&~z)), 49374 + 3735936685*x
18446744066237776994*(~z&(x^y)) + 14943549244*~(~x|(~y|z)) + 3735887311*~y + 11207711307*((x^y)&(x^z)) + 18446744062501790935*(~(x&~y)&~(x^(y^z))) + 7471725248*(z^(~x|(~y&z))) + 98748*(y^~(x|(~y&z))) + 18446744069973614931*((x|~y)&(x^(y^z))), 49374 + 3735936685*x
11207908803*(z^(x|(~y|z))) + 18446744069973565557*(z^~(x&~y)) + 14943894862*(z&(x^y)) + 11207908803*(z&~(x^y)) + 7471922744*(z^~(x&(y|z))) + 18446744069973565557*~(~x&(~y&z)) + 18446744062501642813*~(y&~z) + 18446744073709502242*(x|z), 49374 + 3735936685*x
18446744069973565557*~(y|z) + 6148914701199064406*~(~x|(~y|z)) + 6148914682519282233*(y&~z) + 3735936685*(y^(x|(~y|z))) + 12297829379982409954*(y^(x|(y^z))) + 12297829383718346639*((x|~y)&(x^(y^z))) + 12297829387454283324*(x|y) + 12297829379982360580*(z|(x&y)), 49374 + 3735936685*x
7378697631725353033*(y^(~x|(y&z))) + 11068046438248261898*(~(x&~y)&~(x^(y^z))) + 14757395259714818755*((x&z)^(y|z)) + 14757395255978882070*((x&y)^(y|z)) + 3689348810258796176*(z^~(x&y)) + 11068046445720085894*~(y^z) + 3689348821466556857*~(~x&(~y&z)), 49374 + 3735936685*x
12297829383718330181*(z^~(x&~y)) + 12297829379982393496*(~(x&y)&(y^z)) + 12297829379982442870*((x&~y)|(y^z)) + 6148914686255284750*(y^~(~x&(y&z))) + 12297829376246506185*(z^~(x&y)) + 18446744066237727620*~(x^(y&z)) + 12297829394926090862*(~y|~(x^z)) + 12297829387454217492*~(x&(~y&z)), 49374 + 3735936685*x
3735936685*x + 49374, 49374 + 3735936685*x
3735887311*((y&z)^~(~x&(y^z))) + 18446744073709502242*(z^~(~x&(y&z))) + 18446744073709502242*(y^~(x&(y|z))) + 3735936685*(x&(~y|z)) + 3735837937*(y&~(x&~z)) + 98748*(y^~(x|(y&z))) + 18446744069973713679*((x^y)|~(x^z)) + 18446744073709452868*(z|~(x|y)), 49374 + 3735936685*x
18446744066237678246*~(x|z) + 7471823996*(~(x&y)&(x^(y^z))) + 3735887311*~(x|(y^z)) + 3735936685*((x&z)|~(y|z)) + 3735887311*(x|(~y&z)) + 7471823996*(z&(x|y)) + 18446744062501790935*(z|(x&~y)), 49374 + 3735936685*x
18446744069973664305*(z^(x|(~y|z))) + 18446744073709502242*(y^~(x&(~y&z))) + 7471823996*(y^(x&z)) + 7471823996*((x&y)|~(y|z)) + 3735936685*(z^(~x&(~y|z))) + 18446744066237678246*(y|~(x^z)), 49374 + 3735936685*x
18446744066237727620*~(x|(~y&z)) + 7471823996*(~z|(x^y)) + 18446744069973614931*(~y|(x^z)) + 49374*(y^(~x&(y|z))) + 18446744073709502242*(y^~(x|~z)) + 3735887311*((x&y)^(x^(~y|z))), 49374 + 3735936685*x
12297829383718363097*~(x|(y^z)) + 12297829379982377038*~(x|(~y&z)) + 6148914693727125204*(y^(x&(y|z))) + 6148914689991188519*((y&~z)^(~x|(y^z))) + 12297829383718313723*(x^(~y&z)) + 6148914693727125204*~(~x&(y|z)), 49374 + 3735936685*x
18446744062501741561*(~x&(y^z)) + 18446744069973614931*(z^~(x&~y)) + 18446744047557945447*(z^~(~x&(y&z))) + 18679683425*(y^(x&z)) + 7471873370*(~y|(x^z)) + 14943746740*(~(x|y)|(x^(y^z))) + 7471873370*(~z|~(x^y)) + 18446744055029818817*(z&(x|~y)), 49374 + 3735936685*x
6148914689991221435*(~z&~(x^y)) + 6148914693727108746*((x&y)^~(x^(~y|z))) + 12297829379982393496*~x + 12297829383718330181*((x&z)|~(y|z)) + 6148914693727108746*(y^~(x|(y&z))), 49374 + 3735936685*x
11068046445720085894*((y&z)^~(~x&(y^z))) + 11068046441984099835*((x&z)^(y|z)) + 14757395255978832696*((x|~y)&~(y^z)) + 7378697631725402407*(~z|~(x^y)) + 7378697631725353033*(x&z) + 3689348813994732861*(y^~(x|z)) + 3689348817730669546*((x&z)^(x^(y&z))), 49374 + 3735936685*x
15112170418471235975*((x&z)^~(x^(y&z))) + 7112616260790084119*(~(x|y)|(y^z)) + 10890658862605965286*(z&~(x^y)) + 7556085214839523015*(x^(~y&z)) + 7556085211103586330*(y&(x|z)) + 14668701468157733764*(z^~(~x|(y&z))) + 18446744069973614931*~(x&(~y&z)) + 14668701471893670449*((x^y)|~(x^z)), 49374 + 3735936685*x
3735887311*~(x|(~y|z)) + 18446744062501790935*(y^~(x&(~y&z))) + 7471823996*(y^~(x&(y^z))) + 18446744066237678246*(~(x|y)|~(x^(y^z))) + 3735936685*(~y|(x^z)) + 18446744069973614931*(y^(x&~z)) + 7471823996*~(y&~z), 49374 + 3735936685*x
18446744066237727620*((x&y)^~(x^(y&z))) + 3735887311*(z^~(x&~y)) + 3735936685*(y^~(x|(y^z))) + 18446744066237727620*((x&z)^~(x^(~y&z))) + 3735887311*~(x&(y^z)) + 3735887311*~(x&~y), 49374 + 3735936685*x
1720348353270847324*((x&y)^~(x^(~y|z))) + 16726395720438654918*((x&z)^~(y&~z)) + 3440696706541744022*(x&y) + 13285699013896910896*(y&(x|~z)) + 15006047374639680964*((y&~z)|~(~x|(~y&z))) + 3440696702805807337*(~z|~(x^y)) + 3440696702805807337*(y&~(x&~z)) + 16726395724174591603*(z|~(x|y)), 49374 + 3735936685*x
3735887311*~(x|z) + 7471823996*(x&~y) + 3735887311*((x&z)^(y|z)) + 3735936685*(y^(x&(y|z))) + 18446744062501790935*(y^~(~x&(y|z))) + 7471823996*((x&~y)|~(y^z)) + 18446744069973614931*z, 49374 + 3735936685*x
7471823996*(~(x&y)&(x^(y^z))) + 18446744069973614931*(~(x&y)&(y^z)) + 7471823996*(x&z) + 18446744069973664305*~(x^(~y|z)) + 18446744069973614931*~(x&(y^z)) + 3735887311*~(~x&(~y&z)), 49374 + 3735936685*x
3735936685*((x&y)^~(x^(~y|z))) + 18446744066237727620*(y&(x^z)) + 18446744069973664305*(y&~(x^z)) + 7471873370*(y&(x|z)) + 18446744073709502242*(y|~z) + 18446744073709502242*(y|z), 49374 + 3735936685*x
18364914487703452922*(~y&(x^z)) + 3735887311*(y&(x^z)) + 18405829276970614958*(y^(x|(y^z))) + 18405829284442438954*(x&z) + 18364914483967565611*((x&z)^~(x^(~y&z))) + 18446744069973614931*(z&~(x&~y)) + 40914796738986032*(z^(x&~y)) + 81829589741936631*(~x|(~y|z)), 49374 + 3735936685*x
7767050134725722208*(y^(~x|(y&z))) + 13592337739505950549*(z^~(x&(~y&z))) + 12621456472665259960*((x&z)^(x^(~y&z))) + 11650575202088583312*(y^(x&(y|z))) + 970881266840690589*((x&y)|(x^(y^z))) + 10679693938983829408*((x&z)|(y&~z)) + 9708812672143089445*(x|(y&z)) + 15534100273187381101*(z|~(x|y)), 49374 + 3735936685*x
18446744066237727620*(z^(~x|(~y|z))) + 3735887311*(~z&~(x^y)) + 18446744069973614931*~(y|~z) + 18446744069973614931*~(x|(~y&z)) + 18446744066237727620*(y&z) + 3735887311*(~(x|~y)|(x^(y^z))) + 7471823996*((x^y)|~(x^z)), 49374 + 3735936685*x
49374*((x^y)&~(x^z)) + 18446744073709502242*((x&y)^(y|z)) + 3735887311*(x|~z) + 3735936685*z + 18446744069973614931*~(x&~z), 49374 + 3735936685*x
18446744069973614931*(~y&~(x^z)) + 3735953143*~(~x|(y&z)) + 3735903769*(y^~(~x&(~y|z))) + 18446744069973614931*((x^y)|(x^z)) + 16458*(z&~(x^y)) + 3735887311*(~(x^y)|~(x^z)) + 18446744073709518700*(z^~(~x|(y&z))) + 16458*(z|(x&y)), 49374 + 3735936685*x
7378697624253479663*(~x&(~y&z)) + 3689348813994683487*~(x^(~y&z)) + 3689348813994732861*(z^(~x|(~y&z))) + 11068046445720085894*(x&y) + 7378697631725353033*((y&~z)|~(~x|(~y&z))) + 18446744069973614931*~(y^z) + 3689348813994732861*(y^(x&(y^z))) + 11068046449456022579*~(y&~z), 49374 + 3735936685*x
3735903769*((x|~y)&~(x^(y^z))) + 18446744073709535158*(y^(x|z)) + 18446744069973614931*~(x&(~y|z)) + 16458*(y^(x&(~y|z))) + 18446744073709535158*(~(x|y)|~(x^(y^z))) + 18446744073709518700*(y^(x&~z)) + 3735920227*(y|(x^z)), 49374 + 3735936685*x
18446744069973713679*~(x|y) + 3735986059*(y^~(~x&(~y&z))) + 18446744069973614931*((x&y)^(y|~z)) + 49374*(z^(x&(~y|z))) + 18446744073709502242*(~x|(y^z)) + 3735936685*~(x&(~y&z)) + 98748*(z&(x|y)) + 18446744073709403494*~(y&~z), 49374 + 3735936685*x
12297829383718330181*(z^(x|(y&z))) + 12297829383718330181*(x&(y^z)) + 3735936685*((y&~z)^(x|(y^z))) + 12297829383718330181*~(x&~y) + 12297829387454266866*((x^y)|~(x^z)) + 12297829376246456811*(~x|(~y|z)), 49374 + 3735936685*x
9223372036854800495*(z^~(x&~y)) + 9223372036854751121*(~(x&y)&~(y^z)) + 9223372036854751121*(x^(y|z)) + 9223372036854751121*(x^(~y|z)) + 9223372040590687806*x + 18446744073709502242*(z^~(x&(~y|z))) + 9223372036854800495*((x&y)|~(y^z)), 49374 + 3735936685*x
18446744069973614931*~(x|(y|z)) + 3735936685*~(~x|(~y|z)) + 18446744073709502242*((x&z)^(y|z)) + 3735887311*((x&z)|~(y|z)), 49374 + 3735936685*x
18446744066237727620*~(x|z) + 3735887311*((y&z)^~(~x&(y^z))) + 3735887311*(~(x&~y)&(x^(y^z))) + 49374*(x&z) + 3735887311*(z^~(x|(y&z))) + 18446744069973614931*z, 49374 + 3735936685*x
7471725248*~(~x|(~y|z)) + 18446744069973664305*((x&y)^~(x^(y&z))) + 3735837937*(y^(x|z)) + 3735887311*(~(x^y)&~(x^z)) + 49374*(x|(y^z)) + 18446744073709502242*(~x|(y&z)), 49374 + 3735936685*x
18446744062501741561*(~z&~(x^y)) + 18446744069973614931*(y^~(x&z)) + 3735936685*(y^(~x&(~y|z))) + 3735936685*(y^(~x|(~y&z))) + 3735936685*(z&(x|y)) + 18446744062501741561*(z|~(x|~y)) + 18446744066237727620, 49374 + 3735936685*x
18446744073709502242*~z + 3735936685*~(~x|(~y&z)) + 18446744069973664305*((x&y)|~(y^z)) + 18446744073709502242*(z&~(x&~y)) + 3735887311*~(~x&(y^z)), 49374 + 3735936685*x
18446744069973614931*(~(x^y)&(x^z)) + 7471873370*(x&~y) + 18446744073709502242*((y&~z)|~(x|(~y&z))) + 7471873370*(y^(~x&(y|z))) + 18446744069973565557*((y&~z)^(x|(y^z))), 49374 + 3735936685*x
3735887311*(z^(~x|(y|z))) + 49374*(y^~(x&(y^z))) + 3735936685*(y^(x|(y&z))) + 11207810055*((x|~y)&(y^z)) + 18446744069973565557*(y^(~x|(~y|z))) + 18446744066237678246*(y^z) + 18446744069973614931*~(x|~z) + 3735887311*(z^(x&~y)), 49374 + 3735936685*x
18446744066237678246*~(x|(y^z)) + 3735936685*(z^(x&(y|z))) + 3735936685*((x&z)|~(y|z)) + 18446744069973614931*(y^(~x|(~y&z))) + 3735936685*(~(x&~y)&~(y^z)) + 18446744069973614931*(~(x|~y)|(x^(y^z))) + 18446744069973664305, 49374 + 3735936685*x
14943746740*((x&z)^(x^(~y&z))) + 7471823996*(y^z) + 3735936685*(z&~(x&y)) + 18446744058765804876*(~y|(x^z)) + 18446744066237678246*((x&~y)|(x^(y^z))) + 14943697366*~(y^z) + 18446744069973614931*(z^~(~x|(y&z))), 49374 + 3735936685*x
14943598618*(~y&~(x^z)) + 18446744062501840309*(~x&(~y|z)) + 3735887311*(y^~(x&(~y|z))) + 3735936685*(y^(~x&(y|z))) + 18446744058766002372*(z^(~x&(~y|z))) + 18446744073709502242*(~(x^y)|~(x^z)) + 7471774622*(~(x&~y)&~(y^z)) + 3735887311*(z|(x&~y)), 49374 + 3735936685*x
3735936685*(y^(x|(~y|z))) + 7471922744*(z^(x|(~y&z))) + 18446744066237628872*((x^y)|(x^z)) + 3735936685*(x|(y^z)) + 18446744069973565557*((x&y)|~(y^z)) + 3735936685*((y&z)|(x&(y|z))), 49374 + 3735936685*x
3735936685*(y^~(x&(~y&z))) + 18446744069973614931*(~(x^y)&(x^z)) + 18446744069973565557*((x&~y)|(y^z)) + 3735936685*((x&y)^(y|~z)) + 7471873370*(x&(y|z)) + 18446744066237628872*(~(x&~y)&~(y^z)) + 3735936685*(y^(~x&(y^z))), 49374 + 3735936685*x
18446744066237678246*((x&z)^~(y&~z)) + 7471823996*(y^(x&(y|z))) + 18446744069973614931*(y&(x|~z)) + 11207760681*(y^~(x&(y|z))) + 18446744069973614931*(~(x^y)|~(x^z)), 49374 + 3735936685*x
1820776604463720115*(y^~(~x&(y^z))) + 3735936685*(z^~(x&(~y&z))) + 1820776608199607426*(y^(x|(y|z))) + 16625967465509894816*~(y&z) + 16625967465509894816*(~(x&y)&~(y^z)) + 3735936685*(x&(~y|z)) + 16625967465509894816*(z^(~x&(y|z))) + 1820776608199607426*(y|~(x|z)), 49374 + 3735936685*x
18446744069973614931*~(y|z) + 18446744069973614931*(~x&(y|z)) + 18446744069973664305*(z&~(x^y)) + 18446744073709502242*(z&(x|~y)) + 3735936685*((y&~z)^(x|(y^z))) + 3735887311*~(x&(~y&z)), 49374 + 3735936685*x
7471823996*(z^(~x|(y|z))) + 22415521362*((x&~y)|(y^z)) + 11207760681*(z^~(~x&(y|z))) + 7471823996*(y^~(~x&(y&z))) + 18446744036350332888*~(x&(y&z)) + 18446744058765854250*(z&~(x^y)) + 7471823996*(y&~(x&~z)) + 11207760681*(z|~(x|y)), 49374 + 3735936685*x
11068046444972898557*~(y|z) + 3689348812500358187*(z^(x|(y|z))) + 7378697628736603685*~(x|~y) + 11068046444972898557*(z^(x&y)) + 11068046444972898557*(y^~(x&(y|z))) + 11068046448708835242*~(~x&(~y|z)) + 14757395257473256744*(z^~(x|(~y&z))), 49374 + 3735936685*x
6148914686255268292*~(x|(y&z)) + 6148914693727092288*((x&y)^~(x^(~y|z))) + 18446744073709502242*(z^(~x|(~y&z))) + 6148914693727191036*((x|y)&(x^(y^z))) + 18446744069973614931*(x&y) + 12297829387454283324*~(x^y) + 6148914689991155603*(z^(x&~y)) + 12297829383718346639*z, 49374 + 3735936685*x
18446744069973664305*~(x|(y^z)) + 6148914693727042914*(z^(x&(~y|z))) + 3735837937*(z^~(x&(y&z))) + 6148914686255367040*(x^(y^z)) + 12297829383718396013*(x&(~y|z)) + 6148914693727042914*(z&(x|~y)) + 12297829383718297265*(y^(x&~z)) + 49374*(z^~(~x|(y&z))), 49374 + 3735936685*x
3735887311*((y&z)^~(~x&(y^z))) + 18446744069973713679*(y^(x|~z)) + 18446744073709502242*~(x^(y^z)) + 98748*(x&(y|z)) + 18446744073709502242*(~(x^y)|~(x^z)) + 3735837937*((x&y)^(x^(y&z))), 49374 + 3735936685*x
8198552921233612961*(y^~(x&(~y&z))) + 16397105838731239863*~(x|(y&z)) + 16397105846203063859*(y^(~x|(y&z))) + 10248191152475938655*(z^~(~x&(y&z))) + 10248191152475988029*(y^(~x&(~y|z))) + 4099276462484750136*(z^~(x&(y|z))) + 14347467614960688791*((x&~y)|(x^(y^z))) + 8198552921233563587*((x&y)^(x^(~y|z))), 49374 + 3735936685*x
12297829383718346639*~z + 6148914689991155603*(y^(x|z)) + 6148914693727141662*(z^(x|(~y&z))) + 6148914689991204977*(y^~(x&z)) + 6148914693727141662*(y^~(x&(y|z))) + 12297829387454283324*(x&z) + 12297829379982360580*(y^~(x|z)), 49374 + 3735936685*x
12297829387454233950*~(x^(~y&z)) + 18446744066237727620*(x^y) + 12297829394926057946*(z&~(x&y)) + 3735887311*(~z|~(x^y)) + 6148914701198965658*(x&(~y|z)) + 6148914697463028973*(y^(x&~z)) + 6148914682519380981*~(y&~z) + 18446744066237727620*(z|~(x|~y)), 49374 + 3735936685*x
6148914689991188519*(~z&(x^y)) + 12297829379982426412*~(x&(~y|z)) + 12297829383718313723*(~x|(y^z)) + 12297829387454250408*(y^~(x&(~y|z))) + 12297829379982426412*(z^(~x&(y|z))) + 12297829387454250408*(y|~(x|z)) + 6148914682519364523*((x&y)^(x^(~y|z))) + 12297829387454250408*(z|(x&~y)), 49374 + 3735936685*x
18446744073709502242*((x&y)^~(x^(y&z))) + 18446744069973664305*~(x|(~y&z)) + 18446744073709502242*~(x|~z) + 3735837937*(y^~(~x&(y|z))) + 49374*~(x&(y&z)) + 3735887311*(x&y), 49374 + 3735936685*x
4696308032029214403*(~z&(x^y)) + 13750436037944400528*~(~x|(~y|z)) + 3735887311*(x&~y) + 18446744069973614931*(~x&(y&z)) + 3735936685*(y|(x&~z)) + 13750436037944400528*~(x&(y^z)) + 4696308035765151088*(y^~(x|(y&z))) + 18446744073709502242*~(x&~y), 49374 + 3735936685*x
18446744069973614931*(z^(x&(y|z))) + 18446744069973614931*((x&z)^~(x^(~y&z))) + 3735936685*(y&(x|z)) + 18446744069973664305, 49374 + 3735936685*x
12297829387454201034*(y^(x|(y&z))) + 12297829383718363097*(x&(y^z)) + 18446744066237776994*(~(x&y)&~(y^z)) + 12297829383718313723*~(x|(~y&z)) + 6148914693727075830*(x^(~y|z)) + 6148914697463012515*((x|y)&~(y^z)) + 3735887311*(z|~(x|y)) + 12297829376246539101*(z|~(x|~y)), 49374 + 3735936685*x
3962324465802883871*(z^(x|(~y&z))) + 6559770668829125381*((x&~y)|~(x^(y^z))) + 2597446199290403573*(x&(y&z)) + 3962324469538771182*((x|~y)&~(y^z)) + 14484419600434843749*(y^(~x&(~y|z))) + 7924648942813479049*~(x^(y|z)) + 3962324473274658493*(y|(x^z)) + 3962324465802834497*(z^~(x|y)), 49374 + 3735936685*x
11466032322975940906*(~x&(~y&z)) + 2326903916911187112*(y^z) + 2326903913175250427*((y&~z)|~(x|(~y&z))) + 13792936243623064703*((x|y)&(x^(y^z))) + 6980711746997674025*((x|~y)&(x^(y^z))) + 2326903913175250427*~(y&~z) + 13792936247359001388*(x|(~y|z)), 49374 + 3735936685*x
18446744069973598473*~(x|(y&z)) + 3735920227*(~(x&y)&(x^(y^z))) + 16458*(y^z) + 16458*~(x^(y^z)) + 18446744073709518700*(~(x|~y)|~(x^(y^z))) + 3735920227*~(x^(y|z)) + 18446744073709518700*(x|z), 49374 + 3735936685*x
18446744069973664305*(y^~(~x|(~y&z))) + 18446744073709502242*(y^~(~x|(y^z))) + 3735936685*(y^(x|~z)) + 3735936685*(z^(~x&(y|z))) + 49374*(y|~(x|~z)) + 3735887311*(y|(x^z)) + 18446744069973565557*~(x&~z), 49374 + 3735936685*x
11068046445720135268*(~y&(x^z)) + 7378697627989465722*(z^(x|(~y&z))) + 3689348813994683487*~(x&z) + 14757395259714818755*((x|y)&(x^(y^z))) + 14757395255978931444*(y^~(x|(~y&z))) + 3689348821466556857*~(~x&(y|z)) + 14757395255978882070*(y^~(x&(y&z))) + 7378697631725353033*(y^(~x&(y^z))), 49374 + 3735936685*x
18446744066237727620*~(x|y) + 18446744062501741561*(y^~(x&(~y&z))) + 11207760681*(~(x|y)|(y^z)) + 14943697366*~(x|(y^z)) + 3735936685*(x^(~y|z)) + 18446744051293980880*(z&(x^y)) + 18446744062501741561*~(x&~y) + 14943697366*(z|(x&~y)), 49374 + 3735936685*x
3735887311*~(~x|(~y|z)) + 18446744073709452868*(y^(x|(y^z))) + 49374*((x^y)|(x^z)) + 3735936685*((x|y)&(x^(y^z))) + 18446744069973565557*(x^(y^z)) + 3735986059*(x&(y|z)) + 18446744069973516183*(z^~(x&(~y|z))) + 3735986059*(~y|~(x^z)), 49374 + 3735936685*x
12297829376246407437*~(~x|(y|z)) + 12297829376246456811*(z^(~x|(y&z))) + 7471873370*((x&~y)|~(x^(y^z))) + 12297829379982393496*(~(x|~y)|(y^z)) + 6148914689991172061*(y^~(x|(y^z))) + 6148914701199031490*~(x^(~y|z)) + 18446744066237678246*((x&y)^(x^(y&z))) + 6148914693727108746*z, 49374 + 3735936685*x
3735986059*~(x|(~y|z)) + 18446744069973614931*(~x&(~y&z)) + 18446744073709502242*(~(x|~y)|~(x^(y^z))) + 3735887311*(x^(y^z)) + 18446744069973614931*((x&y)|(x^(y^z))) + 3735936685*~(x^(y|z)) + 18446744069973614931*(z^~(x|(y&z))) + 3735936685*(x|z), 49374 + 3735936685*x
3735887311*(~z&~(x^y)) + 18446744066237628872*(~(x&y)&(y^z)) + 14943796114*(x^(y|z)) + 18446744066237678246*(x^(~y|z)) + 7471922744*(~(x&~y)&(x^(y^z))) + 3735936685*((x&z)|~(y|z)) + 18446744058765706128*(~(x|~y)|(x^(y^z))) + 7471873370*(z|(x&y)), 49374 + 3735936685*x
12297829383718363097*(x&~z) + 3735986059*(~(x^y)&(x^z)) + 6148914686255202460*(x&(y^z)) + 6148914693727125204*(~(x&y)&(y^z)) + 18446744069973565557*(z^(x&(~y|z))) + 18446744073709502242*((x&y)|~(y|z)) + 12297829379982377038*(y|~(x|~z)) + 6148914697463111263*(x|(y&z)), 49374 + 3735936685*x
6075784394355417165*(y^(~x|(y|z))) + 14396221144139273506*(y^(x|(~y|z))) + 14396221136667449510*~x + 6075784398091304476*(x^(y|z)) + 2025261468521026366*(~(x|y)|~(x^(y^z))) + 6075784398091304476*(z^(~x|(~y&z))) + 16421482608924412561*(y^~(x&(y|z))) + 14396221144139273506*~(x&~z), 49374 + 3735936685*x
18446744055029917565*(y&~z) + 18446744069973614931*((y&z)^~(~x&(y^z))) + 7471873370*((x|~y)&(y^z)) + 3735887311*(z^~(~x&(~y|z))) + 11207810055*(z^~(x&(y&z))) + 18446744066237678246*(y^~(x&z)) + 3735887311*(z^~(x&(~y|z))) + 18446744069973614931*(z|~(x|y)), 49374 + 3735936685*x
11207859429*((y&z)^~(~x&(y^z))) + 18446744069973565557*(y^z) + 18446744062501692187*(z^(x|(~y&z))) + 7471922744*((x&y)^(y|z)) + 14943796114*(~(x|~y)|(x^(y^z))) + 7471873370*~(~x&(y^z)) + 18446744055029769443*(~x|(~y|z)), 49374 + 3735936685*x
